red,green,blue,id
47,44,37,2
49,46,39,2
50,45,39,2
56,51,45,2
47,42,36,2
43,42,37,2
44,43,38,2
43,42,37,2
41,40,35,2
42,39,34,2
41,38,33,2
37,34,27,2
32,29,22,2
37,32,26,2
50,45,39,2
61,57,48,2
71,67,58,2
74,70,61,2
60,56,47,2
46,39,31,2
43,36,28,2
38,34,22,2
47,43,31,2
55,51,39,2
62,58,46,2
70,66,54,2
75,71,59,2
72,68,56,2
63,59,47,2
61,57,45,2
58,54,42,2
57,53,41,2
63,59,47,2
67,63,51,2
56,52,40,2
48,44,32,2
55,51,39,2
71,64,54,2
60,53,43,2
51,44,36,2
50,46,37,2
58,55,48,2
61,58,53,2
52,51,46,2
44,43,39,2
68,67,63,2
59,58,53,2
54,51,46,2
53,50,43,2
57,53,44,2
60,53,45,2
59,52,42,2
59,52,42,2
46,43,36,2
55,52,45,2
44,40,31,2
53,46,36,2
74,66,55,2
78,69,54,2
80,68,52,2
73,61,45,2
58,45,28,2
65,54,36,2
53,42,24,2
61,53,34,2
54,45,28,2
36,29,13,2
58,51,35,2
64,58,42,2
70,67,50,2
76,73,56,2
64,61,44,2
45,42,25,2
60,57,40,2
68,62,46,2
79,73,57,2
93,87,71,2
62,56,40,2
56,49,33,2
40,33,17,2
45,38,22,2
70,63,47,2
86,79,63,2
58,51,35,2
61,54,38,2
77,68,53,2
62,52,40,2
58,50,37,2
63,55,44,2
62,55,45,2
60,56,45,2
62,58,49,2
60,56,47,2
45,41,32,2
56,52,43,2
55,51,40,2
58,51,41,2
57,49,38,2
61,53,40,2
59,49,37,2
66,57,42,2
61,55,41,2
59,53,39,2
59,53,39,2
65,59,45,2
73,67,53,2
77,71,57,2
75,69,55,2
72,66,52,2
72,66,52,2
59,53,39,2
45,39,25,2
41,35,21,2
49,43,29,2
56,50,36,2
50,44,30,2
39,33,19,2
58,51,45,2
54,47,41,2
72,65,59,2
59,52,46,2
54,47,39,2
61,54,46,2
44,37,29,2
52,45,35,2
62,55,45,2
52,45,35,2
56,50,38,2
46,40,28,2
48,42,30,2
69,63,51,2
63,57,45,2
46,40,28,2
48,45,28,2
38,32,16,2
54,48,32,2
59,53,37,2
65,60,41,2
79,72,54,2
85,78,60,2
115,107,88,2
95,87,68,2
79,68,48,2
65,54,34,2
85,74,52,2
83,71,49,2
77,65,43,2
67,55,31,2
90,78,54,2
101,90,70,2
70,59,39,2
64,53,33,2
77,65,43,2
63,51,29,2
75,63,41,2
155,143,119,2
125,113,89,2
167,153,127,2
129,115,89,2
59,45,18,2
83,69,42,2
91,77,48,2
112,97,68,2
105,90,61,2
95,80,51,2
120,108,70,2
122,109,74,2
129,116,82,2
86,72,43,2
100,86,59,2
81,66,43,2
100,85,64,2
96,81,62,2
83,70,53,2
109,96,79,2
95,82,63,2
52,40,18,2
91,79,53,2
89,78,50,2
106,95,65,2
82,71,41,2
93,83,48,2
103,92,60,2
108,97,65,2
114,103,73,2
93,82,54,2
68,54,28,2
80,65,42,2
95,80,57,2
132,117,94,2
92,77,54,2
102,87,64,2
81,67,41,2
63,49,22,2
81,67,38,2
86,72,43,2
101,88,56,2
134,111,80,2
159,136,104,2
161,138,106,2
137,112,81,2
144,120,86,2
143,119,85,2
123,99,65,2
130,106,72,2
113,90,56,2
155,135,102,2
147,128,96,2
126,109,79,2
99,84,55,2
79,65,36,2
95,84,56,2
94,83,55,2
83,67,33,2
136,120,87,2
154,139,106,2
136,121,92,2
142,128,101,2
151,136,113,2
125,113,91,2
146,135,115,2
139,131,112,2
44,35,18,2
52,45,29,2
65,59,43,2
96,90,74,2
99,96,79,2
82,79,62,2
68,65,48,2
97,85,71,2
122,110,96,2
104,95,80,2
73,64,49,2
53,45,32,2
71,63,50,2
73,67,53,2
75,69,55,2
79,73,59,2
81,74,58,2
68,61,43,2
88,79,62,2
74,63,45,2
84,71,52,2
89,76,57,2
90,77,58,2
92,83,66,2
69,57,41,2
90,79,61,2
97,85,63,2
91,77,51,2
83,66,38,2
105,86,56,2
130,111,79,2
147,126,95,2
111,90,59,2
118,97,68,2
111,90,63,2
80,58,34,2
162,140,117,2
141,120,99,2
171,150,131,2
123,109,80,2
109,95,66,2
136,122,95,2
147,131,105,2
106,90,65,2
92,74,50,2
103,83,59,2
89,69,45,2
98,76,53,2
107,83,59,2
141,117,91,2
134,108,81,2
180,158,119,2
178,158,121,2
161,145,111,2
133,120,88,2
125,115,88,2
84,78,54,2
69,66,47,2
65,63,48,2
81,82,68,2
80,80,68,2
74,74,62,2
71,69,57,2
65,61,50,2
91,85,73,2
81,73,60,2
83,75,62,2
73,70,51,2
70,67,48,2
76,73,54,2
77,74,55,2
69,66,47,2
92,89,72,2
82,79,62,2
85,82,65,2
90,84,68,2
90,84,70,2
83,77,63,2
77,71,57,2
77,71,57,2
79,73,59,2
78,72,58,2
75,69,55,2
61,57,46,2
64,60,49,2
64,60,49,2
68,66,54,2
70,68,56,2
76,74,62,2
79,77,65,2
82,80,68,2
66,66,56,2
62,62,52,2
61,61,51,2
65,65,55,2
65,67,56,2
60,62,51,2
53,55,44,2
50,52,41,2
57,58,44,2
62,63,49,2
59,60,46,2
63,64,50,2
48,49,35,2
58,58,46,2
53,53,41,2
51,51,39,2
45,45,33,2
39,39,29,2
39,39,29,2
47,47,37,2
50,50,40,2
45,45,35,2
41,41,31,2
43,43,33,2
48,48,40,2
43,43,35,2
42,42,34,2
51,51,43,2
53,55,44,2
58,60,49,2
70,72,61,2
71,73,62,2
68,70,59,2
61,64,53,2
47,50,39,2
66,69,58,2
52,55,44,2
55,59,45,2
43,47,33,2
50,56,42,2
51,53,48,2
57,59,54,2
40,42,37,2
46,48,43,2
54,56,51,2
47,49,44,2
46,48,43,2
33,35,30,2
42,44,39,2
35,37,32,2
32,34,29,2
38,40,35,2
44,46,41,2
44,46,41,2
40,42,37,2
38,40,35,2
40,42,37,2
43,45,40,2
37,39,34,2
37,39,34,2
51,53,48,2
54,56,51,2
45,47,42,2
39,41,38,2
44,46,43,2
34,36,33,2
37,39,36,2
42,47,43,2
38,43,39,2
33,38,34,2
33,38,34,2
31,36,32,2
36,38,35,2
45,47,44,2
40,42,39,2
42,44,41,2
42,47,43,2
45,49,48,2
37,41,40,2
38,42,41,2
25,29,28,2
28,34,32,2
33,39,39,2
39,45,45,2
42,48,48,2
41,47,47,2
36,45,44,2
32,41,40,2
32,36,35,2
30,34,33,2
30,35,31,2
38,43,39,2
52,57,53,2
58,63,59,2
51,56,52,2
39,44,40,2
36,41,37,2
40,45,41,2
44,49,45,2
46,51,45,2
45,50,44,2
42,47,41,2
38,43,37,2
34,39,33,2
50,52,49,2
39,41,38,2
47,49,48,2
37,39,38,2
30,31,33,2
38,39,41,2
35,36,40,2
42,43,47,2
30,31,33,2
33,34,36,2
39,41,40,2
39,41,38,2
42,44,39,2
44,46,41,2
49,52,45,2
74,77,70,2
53,52,47,2
50,49,44,2
42,41,36,2
44,43,38,2
50,49,44,2
37,36,31,2
29,28,23,2
43,42,37,2
42,41,36,2
47,46,41,2
40,39,34,2
43,42,37,2
55,54,49,2
69,68,63,2
83,82,77,2
77,76,71,2
77,77,65,2
55,55,43,2
58,60,49,2
61,63,52,2
70,72,61,2
57,58,50,2
58,59,51,2
47,50,43,2
64,67,60,2
53,55,50,2
48,50,45,2
34,36,31,2
43,48,44,2
36,41,37,2
43,48,44,2
40,45,41,2
38,37,33,2
39,38,34,2
40,39,35,2
40,39,35,2
40,39,35,2
42,41,37,2
44,43,39,2
47,46,42,2
53,52,48,2
53,52,48,2
51,50,46,2
48,47,43,2
44,43,39,2
41,40,36,2
40,39,35,2
39,38,34,2
40,41,33,2
36,37,29,2
25,26,18,2
36,37,29,2
44,44,36,2
42,42,34,2
46,46,38,2
39,39,31,2
82,79,72,2
61,58,51,2
18,15,8,2
46,43,36,2
44,41,34,2
36,31,25,2
48,43,37,2
55,50,44,2
41,40,35,2
46,45,40,2
49,48,43,2
48,47,42,2
49,46,41,2
51,48,43,2
51,48,43,2
48,45,38,2
54,51,44,2
52,47,41,2
44,39,33,2
43,39,30,2
49,45,36,2
45,41,32,2
41,37,28,2
49,42,34,2
45,41,29,2
45,41,29,2
43,39,27,2
42,38,26,2
45,41,29,2
52,48,36,2
59,55,43,2
64,60,48,2
65,61,49,2
51,47,35,2
54,50,38,2
67,63,51,2
62,58,46,2
51,47,35,2
53,49,37,2
61,57,45,2
61,54,44,2
56,49,39,2
51,44,36,2
49,44,38,2
52,49,42,2
53,50,45,2
47,46,41,2
42,41,37,2
50,49,45,2
48,47,42,2
49,46,41,2
50,47,40,2
49,44,38,2
48,41,33,2
49,42,32,2
53,46,36,2
52,49,42,2
58,55,48,2
43,39,30,2
51,44,34,2
74,66,55,2
69,60,45,2
78,66,50,2
90,79,61,2
80,67,50,2
96,83,66,2
87,76,58,2
99,87,71,2
88,79,62,2
60,53,37,2
72,66,50,2
78,72,56,2
78,75,60,2
82,79,64,2
77,74,59,2
83,80,65,2
76,73,58,2
61,58,43,2
66,60,46,2
102,96,82,2
104,98,84,2
112,106,92,2
79,71,58,2
54,46,33,2
52,44,31,2
59,51,38,2
46,38,25,2
87,79,66,2
83,73,61,2
69,59,47,2
60,52,39,2
54,46,35,2
50,43,33,2
57,53,42,2
64,60,51,2
60,56,47,2
46,42,33,2
42,38,29,2
51,47,36,2
54,47,37,2
56,48,37,2
52,44,31,2
60,50,38,2
58,48,36,2
56,52,40,2
57,53,41,2
60,56,44,2
65,61,49,2
71,65,53,2
71,65,53,2
68,62,50,2
64,58,46,2
76,70,56,2
63,57,43,2
48,42,28,2
45,37,24,2
51,43,30,2
57,49,36,2
58,50,37,2
56,48,35,2
48,41,35,2
54,47,41,2
61,54,48,2
57,50,44,2
55,48,42,2
57,50,42,2
54,47,39,2
54,47,39,2
60,53,43,2
33,26,16,2
57,50,40,2
59,53,41,2
35,29,17,2
57,51,39,2
72,66,54,2
49,43,31,2
48,45,28,2
48,45,28,2
60,54,38,2
65,59,43,2
72,66,50,2
82,75,57,2
84,77,59,2
92,84,65,2
92,84,65,2
75,64,44,2
110,99,79,2
80,69,47,2
38,26,4,2
80,68,46,2
73,61,39,2
91,79,55,2
91,80,60,2
99,88,68,2
70,59,39,2
72,61,39,2
101,89,67,2
107,95,73,2
133,121,97,2
143,131,107,2
136,122,96,2
130,116,90,2
83,69,42,2
82,68,41,2
68,54,27,2
102,87,58,2
94,79,50,2
86,71,42,2
82,70,32,2
101,88,53,2
122,109,75,2
97,83,54,2
85,71,44,2
67,52,29,2
99,84,65,2
113,97,81,2
112,99,82,2
98,85,68,2
62,49,30,2
40,28,6,2
68,56,32,2
67,56,28,2
85,74,44,2
82,71,41,2
95,84,52,2
108,97,65,2
100,89,59,2
113,102,74,2
114,102,76,2
84,72,46,2
90,75,52,2
111,96,73,2
127,112,89,2
80,65,42,2
64,50,24,2
72,58,31,2
69,55,26,2
138,125,93,2
148,135,103,2
169,156,122,2
163,137,110,2
145,119,92,2
137,112,82,2
161,136,106,2
172,147,117,2
159,134,104,2
111,86,56,2
113,90,59,2
123,100,69,2
134,113,84,2
110,93,65,2
81,65,39,2
72,58,32,2
69,57,33,2
72,61,39,2
77,66,44,2
108,93,60,2
137,122,89,2
147,132,101,2
128,114,85,2
148,134,108,2
139,127,103,2
111,99,77,2
118,107,87,2
51,43,24,2
67,58,41,2
104,97,79,2
68,62,46,2
71,65,49,2
102,97,78,2
83,80,61,2
80,77,58,2
95,81,68,2
95,83,69,2
74,62,48,2
69,60,45,2
61,51,39,2
71,63,50,2
69,61,48,2
82,75,59,2
58,51,35,2
89,82,64,2
94,85,68,2
104,96,77,2
102,91,71,2
85,72,53,2
73,61,39,2
61,46,25,2
106,97,82,2
87,78,63,2
102,91,73,2
90,77,58,2
86,71,48,2
78,62,36,2
87,70,42,2
95,76,46,2
128,107,76,2
145,124,93,2
108,87,58,2
124,103,76,2
125,103,80,2
120,98,77,2
160,139,120,2
151,130,113,2
117,104,72,2
118,104,75,2
126,112,83,2
125,109,83,2
106,90,65,2
92,74,50,2
86,68,46,2
84,63,42,2
88,66,43,2
114,89,67,2
129,105,81,2
109,83,58,2
180,158,119,2
157,137,100,2
150,132,96,2
104,89,58,2
99,89,62,2
86,80,56,2
76,73,54,2
89,87,72,2
83,83,71,2
84,86,73,2
81,81,71,2
79,77,65,2
63,59,48,2
78,72,60,2
65,57,44,2
72,64,51,2
88,85,66,2
66,63,44,2
76,73,54,2
88,85,66,2
74,71,52,2
88,85,68,2
78,75,58,2
88,85,68,2
73,67,51,2
70,64,50,2
74,68,54,2
73,67,53,2
62,56,42,2
60,54,40,2
68,62,48,2
71,65,51,2
67,63,52,2
61,57,46,2
65,63,51,2
55,53,41,2
67,65,53,2
59,57,45,2
66,64,52,2
61,58,49,2
61,61,51,2
54,54,44,2
53,53,43,2
62,62,52,2
71,73,62,2
69,71,60,2
59,61,50,2
51,53,42,2
77,78,64,2
69,70,56,2
61,62,48,2
69,70,56,2
56,57,43,2
64,64,52,2
59,59,47,2
56,56,44,2
61,61,49,2
48,48,38,2
43,43,33,2
51,51,41,2
53,53,43,2
45,45,35,2
44,44,34,2
51,51,41,2
46,46,38,2
37,37,29,2
39,39,31,2
52,52,44,2
48,49,41,2
51,53,42,2
62,64,53,2
53,55,44,2
76,78,67,2
61,64,53,2
71,74,63,2
53,56,45,2
73,76,65,2
50,54,40,2
60,66,52,2
52,58,44,2
38,40,37,2
58,60,57,2
41,43,40,2
43,45,42,2
54,56,53,2
48,50,47,2
51,53,50,2
45,47,44,2
37,39,36,2
34,36,33,2
36,38,35,2
41,43,40,2
42,44,41,2
38,40,37,2
37,39,36,2
39,41,38,2
32,33,28,2
45,46,41,2
47,49,44,2
42,44,39,2
43,45,40,2
41,43,40,2
37,39,36,2
39,41,38,2
39,41,38,2
35,37,34,2
43,48,44,2
52,57,53,2
43,47,46,2
34,38,37,2
34,38,37,2
35,39,38,2
27,29,26,2
42,44,41,2
33,35,32,2
34,38,37,2
29,33,32,2
42,46,45,2
34,38,37,2
39,43,42,2
27,33,33,2
33,39,39,2
40,46,46,2
42,48,48,2
39,45,45,2
35,43,45,2
36,44,46,2
38,46,48,2
32,36,35,2
39,43,42,2
39,43,42,2
31,35,34,2
28,33,29,2
33,38,34,2
36,41,37,2
35,40,36,2
35,40,36,2
37,42,38,2
38,43,39,2
36,41,35,2
36,41,35,2
38,43,37,2
40,45,39,2
41,46,40,2
36,38,35,2
26,28,27,2
44,46,45,2
42,44,43,2
36,37,39,2
43,44,46,2
39,40,44,2
49,50,54,2
40,41,43,2
27,28,30,2
34,36,35,2
35,37,34,2
47,49,46,2
55,57,52,2
48,51,44,2
73,76,69,2
51,50,46,2
52,51,47,2
54,53,49,2
70,69,65,2
81,80,76,2
58,57,53,2
37,36,32,2
47,46,42,2
70,69,65,2
70,69,65,2
43,42,38,2
43,42,38,2
51,50,46,2
57,56,52,2
71,70,66,2
55,54,50,2
61,61,49,2
54,56,43,2
68,70,59,2
65,67,56,2
66,68,57,2
54,55,47,2
63,64,56,2
58,61,54,2
59,62,55,2
46,48,43,2
52,54,49,2
42,47,41,2
50,55,51,2
40,45,41,2
46,51,47,2
36,41,37,2
44,43,39,2
46,45,41,2
46,45,41,2
44,43,39,2
40,39,35,2
37,36,32,2
37,36,32,2
38,37,33,2
34,33,29,2
36,35,31,2
37,36,32,2
36,35,31,2
36,35,31,2
37,36,32,2
38,37,33,2
38,37,33,2
38,39,31,2
34,35,27,2
26,27,19,2
40,41,33,2
46,46,38,2
36,36,28,2
36,36,28,2
30,30,22,2
70,67,60,2
72,69,62,2
29,26,19,2
45,42,35,2
40,37,30,2
43,40,33,2
51,46,40,2
35,30,24,2
40,39,35,2
43,42,38,2
42,41,36,2
36,35,30,2
33,32,27,2
40,37,32,2
45,42,37,2
46,43,36,2
50,47,40,2
45,40,34,2
35,30,24,2
35,30,24,2
45,41,32,2
44,40,31,2
41,37,28,2
49,42,34,2
43,39,27,2
44,40,28,2
46,42,30,2
49,45,33,2
50,46,34,2
51,47,35,2
56,52,40,2
62,58,46,2
64,60,48,2
51,47,35,2
52,48,36,2
52,48,36,2
41,37,25,2
46,42,30,2
60,56,44,2
59,55,43,2
46,39,29,2
54,47,37,2
60,53,45,2
54,49,43,2
43,40,33,2
38,35,30,2
40,39,34,2
47,46,42,2
42,41,37,2
47,46,41,2
57,54,49,2
61,58,51,2
59,54,48,2
56,49,41,2
61,54,44,2
70,63,53,2
69,66,59,2
51,48,41,2
51,47,38,2
62,55,45,2
67,59,48,2
50,41,26,2
76,64,48,2
83,70,53,2
77,64,47,2
85,72,55,2
104,93,75,2
96,84,68,2
100,91,74,2
104,97,81,2
71,65,49,2
67,61,47,2
63,60,45,2
76,73,58,2
64,61,46,2
77,74,59,2
82,79,64,2
84,81,66,2
57,51,37,2
55,49,35,2
89,83,69,2
129,123,109,2
122,114,101,2
108,100,87,2
104,96,83,2
91,83,70,2
58,50,37,2
99,91,78,2
96,86,74,2
88,78,66,2
75,67,54,2
57,49,38,2
47,40,30,2
56,52,41,2
60,56,47,2
47,43,34,2
51,47,38,2
35,31,22,2
50,46,35,2
53,46,36,2
56,48,37,2
46,38,25,2
59,49,37,2
52,42,30,2
51,47,36,2
55,51,40,2
61,57,46,2
68,64,52,2
72,68,56,2
73,69,57,2
72,66,54,2
69,63,51,2
63,57,43,2
71,65,51,2
69,61,48,2
56,48,35,2
54,46,33,2
63,56,40,2
61,54,38,2
48,41,25,2
49,41,38,2
63,56,50,2
53,46,40,2
59,52,46,2
59,52,46,2
53,46,40,2
65,58,50,2
53,46,38,2
59,52,42,2
46,39,29,2
47,40,30,2
45,39,27,2
49,43,31,2
53,47,35,2
45,39,27,2
51,45,33,2
48,45,28,2
59,56,39,2
66,60,44,2
68,62,46,2
77,71,55,2
91,84,66,2
93,86,68,2
85,77,58,2
80,72,53,2
98,90,69,2
85,74,54,2
84,73,51,2
86,74,52,2
91,79,57,2
71,59,37,2
71,59,37,2
72,61,41,2
103,92,72,2
87,76,56,2
79,68,46,2
80,68,46,2
72,60,38,2
74,62,38,2
139,127,103,2
129,115,89,2
102,88,62,2
76,62,35,2
69,55,28,2
81,67,40,2
98,84,55,2
110,95,66,2
116,101,72,2
102,90,52,2
108,95,60,2
89,76,42,2
111,97,68,2
82,68,42,2
98,83,60,2
90,75,56,2
90,77,60,2
80,67,50,2
57,44,27,2
44,31,12,2
60,48,26,2
63,51,27,2
44,33,5,2
41,30,0,2
71,60,30,2
102,91,59,2
103,92,62,2
107,96,66,2
105,94,66,2
79,67,41,2
98,86,62,2
135,120,97,2
98,83,60,2
52,37,14,2
60,45,22,2
59,45,19,2
65,51,24,2
141,127,98,2
172,159,127,2
179,166,132,2
166,153,119,2
140,114,89,2
121,95,70,2
111,85,58,2
95,69,42,2
99,73,46,2
120,94,67,2
124,98,71,2
122,98,70,2
102,81,54,2
118,98,73,2
125,107,83,2
86,70,47,2
64,52,30,2
64,53,33,2
57,49,30,2
86,78,59,2
128,113,80,2
112,97,64,2
104,89,58,2
105,91,62,2
132,118,92,2
105,93,69,2
99,87,65,2
111,100,82,2
70,62,43,2
64,55,38,2
77,70,52,2
71,64,46,2
93,88,69,2
94,89,70,2
55,50,31,2
104,101,82,2
80,66,53,2
64,50,37,2
47,35,21,2
76,64,50,2
83,74,59,2
87,80,64,2
79,72,56,2
100,93,77,2
148,141,125,2
137,130,112,2
147,139,120,2
130,119,101,2
95,84,64,2
92,80,58,2
135,120,99,2
92,77,56,2
79,69,57,2
97,88,73,2
128,116,100,2
93,80,61,2
81,66,43,2
82,66,40,2
93,76,48,2
87,68,38,2
128,107,76,2
117,96,67,2
116,95,68,2
117,95,71,2
150,128,105,2
121,99,78,2
119,98,79,2
155,134,117,2
129,116,84,2
146,133,101,2
127,113,84,2
105,89,63,2
110,94,69,2
103,85,61,2
91,73,51,2
106,85,64,2
93,71,50,2
118,96,73,2
125,101,77,2
113,87,62,2
165,152,108,2
156,142,103,2
88,75,40,2
105,94,64,2
109,102,76,2
118,111,93,2
99,93,81,2
96,92,83,2
84,81,76,2
75,74,69,2
68,67,62,2
72,72,64,2
76,76,66,2
65,66,52,2
58,59,43,2
67,68,52,2
68,64,52,2
59,55,43,2
66,62,50,2
80,76,64,2
77,75,62,2
70,68,53,2
72,70,57,2
73,74,60,2
76,76,64,2
69,71,58,2
67,69,58,2
74,75,69,2
62,64,59,2
59,61,58,2
72,74,71,2
60,62,61,2
58,70,58,2
45,55,44,2
48,56,45,2
57,63,53,2
53,56,47,2
46,48,37,2
48,48,38,2
51,48,39,2
51,48,39,2
57,54,45,2
69,66,57,2
76,76,66,2
70,70,60,2
58,60,47,2
59,61,48,2
67,71,57,2
53,53,41,2
68,68,56,2
67,67,55,2
48,48,36,2
43,43,31,2
55,55,43,2
58,60,47,2
48,50,39,2
52,54,43,2
57,59,48,2
48,51,40,2
51,54,45,2
50,53,44,2
46,49,40,2
55,58,49,2
53,56,47,2
41,44,35,2
43,46,37,2
38,41,32,2
38,41,32,2
36,39,32,2
44,47,40,2
55,58,51,2
41,44,37,2
64,67,60,2
64,66,61,2
63,65,60,2
60,62,57,2
56,58,53,2
54,56,51,2
53,55,52,2
53,55,52,2
48,51,44,2
52,55,48,2
52,55,48,2
44,49,42,2
41,46,39,2
42,47,40,2
41,46,39,2
37,42,36,2
42,47,41,2
35,40,34,2
37,42,36,2
39,46,39,2
37,44,37,2
36,43,36,2
33,40,33,2
22,29,22,2
34,45,37,2
35,46,38,2
35,46,38,2
35,46,38,2
39,50,44,2
41,52,46,2
36,47,41,2
29,40,36,2
28,39,35,2
30,40,39,2
28,38,37,2
39,49,50,2
51,61,62,2
35,45,46,2
22,32,33,2
35,45,46,2
29,33,36,2
30,34,37,2
35,39,42,2
40,44,47,2
39,43,44,2
35,39,40,2
33,37,38,2
35,39,40,2
34,38,39,2
34,38,39,2
31,35,36,2
31,35,36,2
38,42,45,2
45,49,52,2
42,46,49,2
35,39,42,2
29,44,41,2
32,44,42,2
28,40,38,2
21,33,31,2
20,32,30,2
26,37,33,2
29,40,36,2
28,39,35,2
30,39,36,2
31,40,37,2
33,42,39,2
39,45,43,2
41,47,43,2
40,46,42,2
36,42,38,2
32,38,34,2
29,36,29,2
30,37,30,2
30,37,30,2
30,37,30,2
31,38,31,2
35,40,36,2
38,43,39,2
41,46,42,2
40,45,41,2
42,44,41,2
41,43,42,2
42,44,43,2
49,51,50,2
54,56,55,2
50,52,51,2
42,44,43,2
38,46,31,2
69,77,64,2
52,60,49,2
59,64,57,2
46,51,47,2
52,54,53,2
53,55,54,2
45,45,45,2
36,36,36,2
55,54,52,2
45,44,39,2
42,42,30,2
39,40,24,2
61,63,42,2
54,56,34,2
50,52,28,2
60,51,46,2
73,64,59,2
69,61,58,2
45,40,36,2
69,65,62,2
59,58,56,2
56,56,56,2
57,59,58,2
45,47,46,2
34,36,35,2
42,44,41,2
58,60,57,2
54,55,50,2
42,43,38,2
41,42,36,2
46,47,41,2
47,49,38,2
48,50,39,2
35,38,27,2
51,54,43,2
35,38,27,2
26,29,20,2
31,34,25,2
41,46,39,2
32,37,30,2
40,45,39,2
30,35,29,2
26,31,25,2
39,45,41,2
34,40,36,2
25,31,27,2
36,42,38,2
36,32,31,2
38,34,31,2
37,33,30,2
42,39,34,2
42,39,32,2
38,35,28,2
42,39,30,2
21,18,9,2
71,68,59,2
68,65,56,2
62,59,52,2
40,37,30,2
40,37,32,2
45,41,38,2
42,38,35,2
45,41,40,2
40,35,29,2
46,41,35,2
47,42,38,2
39,34,30,2
43,38,35,2
40,34,34,2
29,23,23,2
43,37,39,2
37,31,31,2
49,43,43,2
44,39,36,2
51,46,42,2
51,46,40,2
59,55,46,2
48,44,33,2
50,46,34,2
44,47,38,2
31,34,25,2
53,54,48,2
46,45,40,2
46,45,41,2
43,39,36,2
53,48,45,2
45,37,35,2
55,47,44,2
52,45,39,2
50,43,35,2
49,45,33,2
52,49,34,2
54,53,35,2
55,54,34,2
54,53,32,2
53,53,43,2
51,48,39,2
48,45,36,2
48,45,36,2
50,47,38,2
51,47,38,2
48,44,35,2
45,41,32,2
49,42,34,2
44,37,29,2
48,41,33,2
55,46,39,2
54,45,38,2
56,47,42,2
62,53,48,2
64,55,50,2
68,65,56,2
51,48,39,2
37,34,25,2
56,53,46,2
55,52,45,2
57,54,47,2
54,51,44,2
70,67,60,2
52,49,42,2
63,60,51,2
83,81,69,2
70,68,55,2
58,56,43,2
64,62,47,2
53,52,34,2
40,39,21,2
63,62,44,2
64,63,45,2
81,78,61,2
83,80,63,2
57,51,35,2
73,66,50,2
109,100,85,2
85,76,61,2
80,68,54,2
85,73,59,2
57,48,33,2
96,87,72,2
118,111,95,2
131,124,108,2
91,85,69,2
104,98,82,2
77,72,52,2
82,77,58,2
82,77,58,2
62,57,38,2
71,65,49,2
50,44,28,2
47,41,27,2
50,44,30,2
56,50,38,2
48,41,31,2
62,55,45,2
52,45,37,2
45,38,30,2
55,48,42,2
47,40,34,2
49,42,36,2
49,45,34,2
56,52,41,2
56,52,40,2
56,52,40,2
66,63,48,2
74,68,52,2
77,71,55,2
86,79,61,2
70,63,45,2
66,59,41,2
70,61,44,2
69,60,45,2
68,58,46,2
81,71,59,2
78,65,56,2
47,34,25,2
50,46,37,2
54,50,41,2
58,54,45,2
59,55,46,2
57,53,44,2
57,53,42,2
60,56,45,2
63,59,48,2
65,58,48,2
59,52,42,2
57,51,39,2
57,51,39,2
63,57,45,2
56,50,38,2
52,46,34,2
84,78,66,2
88,79,64,2
96,87,72,2
81,72,57,2
75,66,51,2
93,84,67,2
91,82,65,2
77,68,51,2
82,74,55,2
95,87,68,2
88,80,61,2
53,45,24,2
67,59,38,2
90,82,61,2
73,65,42,2
74,66,43,2
82,74,51,2
86,78,59,2
87,76,58,2
81,70,52,2
102,89,72,2
74,58,42,2
72,57,38,2
95,78,60,2
88,71,51,2
109,92,72,2
125,109,86,2
107,92,69,2
64,50,24,2
63,51,25,2
84,74,47,2
122,112,85,2
87,80,52,2
66,51,30,2
86,71,50,2
104,89,68,2
89,74,53,2
73,58,37,2
104,91,72,2
83,70,51,2
98,85,66,2
73,62,44,2
58,47,29,2
49,40,23,2
58,49,32,2
49,40,23,2
55,46,29,2
95,88,72,2
114,107,91,2
121,101,77,2
126,106,82,2
146,125,104,2
115,97,75,2
83,65,43,2
137,120,100,2
148,133,112,2
57,44,25,2
90,79,59,2
42,31,11,2
57,49,30,2
117,110,91,2
160,155,136,2
137,132,113,2
92,87,68,2
101,98,79,2
88,85,66,2
94,91,72,2
86,81,61,2
59,52,33,2
58,50,31,2
73,62,44,2
83,72,54,2
113,100,83,2
140,127,110,2
104,88,72,2
82,69,50,2
99,86,67,2
75,62,43,2
78,67,47,2
86,75,55,2
97,86,66,2
84,79,60,2
72,67,48,2
62,57,38,2
93,88,69,2
97,91,75,2
95,88,72,2
67,59,46,2
59,51,40,2
45,37,26,2
68,58,49,2
79,69,60,2
76,65,59,2
96,85,79,2
90,79,75,2
98,87,83,2
82,71,67,2
38,26,12,2
61,49,35,2
84,75,60,2
70,61,46,2
87,78,63,2
86,77,60,2
67,59,40,2
136,128,109,2
136,125,103,2
156,144,120,2
144,130,103,2
97,82,51,2
70,54,21,2
101,83,47,2
148,128,93,2
159,139,102,2
127,105,81,2
83,61,38,2
127,107,83,2
86,65,44,2
78,60,38,2
101,85,62,2
83,66,46,2
88,73,52,2
88,73,52,2
100,84,61,2
112,96,71,2
119,101,77,2
118,98,73,2
140,120,93,2
105,84,55,2
92,71,42,2
116,91,71,2
148,123,103,2
158,136,113,2
102,82,58,2
115,95,71,2
99,82,56,2
112,95,69,2
109,92,64,2
111,94,66,2
134,115,85,2
149,128,97,2
