red,green,blue,id
64,49,8,4
72,57,16,4
47,29,0,4
74,56,18,4
83,63,28,4
77,57,24,4
69,48,17,4
69,48,19,4
77,56,27,4
84,63,34,4
57,38,8,4
67,50,20,4
76,61,30,4
65,50,19,4
35,22,0,4
72,59,27,4
63,62,42,4
61,60,40,4
67,66,46,4
33,35,14,4
44,45,27,4
40,43,24,4
30,33,14,4
55,58,41,4
50,53,36,4
98,99,83,4
73,71,58,4
34,32,19,4
30,26,14,4
30,24,12,4
33,25,14,4
31,23,12,4
47,37,28,4
59,49,40,4
74,64,55,4
21,11,2,4
68,58,48,4
63,53,41,4
74,65,50,4
81,70,52,4
56,44,22,4
67,53,26,4
61,46,15,4
82,64,28,4
65,46,4,4
70,49,4,4
91,69,20,4
123,101,51,4
95,77,11,4
116,97,29,4
184,166,94,4
217,198,122,4
164,143,64,4
167,145,60,4
192,168,78,4
188,163,70,4
152,128,30,4
189,164,64,4
156,131,30,4
160,137,33,4
188,165,61,4
186,163,61,4
203,180,78,4
174,152,50,4
189,165,69,4
221,197,101,4
195,171,75,4
179,155,59,4
174,150,52,4
164,140,42,4
179,155,55,4
179,154,54,4
189,164,63,4
190,165,64,4
184,159,56,4
178,151,48,4
181,154,51,4
193,166,61,4
197,170,65,4
192,165,60,4
195,168,63,4
203,176,71,4
203,176,71,4
197,170,65,4
156,129,24,4
181,152,48,4
208,179,75,4
184,155,53,4
198,169,67,4
179,147,46,4
198,166,65,4
182,150,49,4
137,105,4,4
191,159,58,4
175,143,42,4
218,186,85,4
191,155,59,4
153,117,20,4
186,151,51,4
241,206,104,4
209,174,70,4
178,144,37,4
204,167,60,4
204,168,58,4
223,187,77,4
209,173,63,4
200,162,51,4
196,158,49,4
197,159,50,4
204,166,57,4
203,165,56,4
190,152,45,4
192,167,48,4
174,147,30,4
200,168,55,4
222,186,76,4
199,160,55,4
190,151,50,4
188,150,51,4
158,122,25,4
182,153,53,4
185,160,59,4
180,157,55,4
170,145,42,4
179,152,47,4
188,157,51,4
184,151,44,4
201,167,60,4
211,172,69,4
217,178,73,4
204,166,59,4
218,180,69,4
231,193,82,4
216,180,68,4
224,190,82,4
218,186,83,4
194,168,75,4
199,174,94,4
186,166,103,4
70,53,7,4
56,43,11,4
123,114,97,4
192,185,177,4
185,180,177,4
166,158,137,4
100,92,71,4
24,16,0,4
56,49,31,4
85,78,62,4
98,90,77,4
12,6,0,4
16,9,0,4
24,20,9,4
11,7,0,4
101,99,87,4
97,95,83,4
115,115,103,4
74,74,62,4
9,10,0,4
18,19,5,4
23,24,8,4
114,115,99,4
78,79,65,4
152,153,139,4
152,153,139,4
70,70,58,4
3,5,0,4
16,18,7,4
20,22,11,4
11,13,2,4
14,17,8,4
17,20,11,4
16,19,12,4
31,34,27,4
33,36,29,4
7,10,3,4
20,23,14,4
20,23,14,4
18,21,12,4
16,19,10,4
20,23,14,4
25,28,19,4
26,27,19,4
22,23,15,4
28,29,21,4
18,19,11,4
23,23,15,4
17,17,9,4
29,29,21,4
20,20,12,4
26,26,18,4
35,35,27,4
15,13,18,4
40,38,43,4
31,29,32,4
10,6,5,4
10,6,3,4
26,23,14,4
30,28,15,4
17,14,0,4
37,35,12,4
24,23,0,4
20,17,0,4
53,51,13,4
57,55,14,4
36,35,0,4
47,44,0,4
32,30,0,4
39,29,0,4
169,160,103,4
232,224,161,4
205,198,128,4
158,152,78,4
153,146,74,4
180,174,112,4
88,80,31,4
55,46,13,4
69,60,43,4
24,13,7,4
26,16,15,4
34,26,24,4
35,27,24,4
63,59,50,4
31,27,16,4
41,29,17,4
54,42,30,4
34,22,10,4
18,6,0,4
42,30,18,4
63,51,39,4
49,37,25,4
30,18,6,4
25,13,1,4
64,52,40,4
51,39,27,4
74,62,50,4
74,62,50,4
41,29,17,4
49,37,25,4
45,33,21,4
31,17,6,4
38,24,13,4
59,47,35,4
52,40,28,4
45,32,23,4
31,21,11,4
35,25,15,4
34,26,15,4
30,22,11,4
42,35,25,4
18,11,1,4
44,37,27,4
67,63,52,4
38,34,23,4
19,15,6,4
33,29,20,4
35,29,13,4
47,41,25,4
50,44,28,4
34,28,14,4
97,91,77,4
29,23,9,4
41,35,21,4
22,16,2,4
41,38,23,4
61,58,43,4
31,28,13,4
56,52,40,4
43,39,27,4
14,10,0,4
57,53,41,4
40,36,24,4
54,45,28,4
58,49,32,4
36,27,10,4
51,44,26,4
76,70,54,4
42,36,20,4
39,36,19,4
44,41,26,4
45,43,28,4
105,102,87,4
32,28,16,4
32,26,14,4
52,46,34,4
62,54,43,4
78,70,59,4
44,34,24,4
44,39,19,4
72,67,47,4
11,6,0,4
28,23,4,4
31,26,7,4
37,31,15,4
26,20,6,4
42,36,22,4
47,41,29,4
31,24,14,4
36,29,21,4
41,34,28,4
29,22,16,4
16,8,5,4
91,83,80,4
74,66,63,4
39,28,24,4
27,17,8,4
47,38,21,4
122,115,89,4
56,50,18,4
75,67,31,4
56,47,14,4
48,37,7,4
87,71,46,4
78,60,36,4
93,72,43,4
21,0,0,4
57,34,0,4
197,174,106,4
158,135,55,4
148,124,36,4
175,136,45,4
159,120,29,4
205,166,73,4
229,190,95,4
189,151,54,4
196,156,58,4
191,152,51,4
190,151,48,4
186,147,42,4
182,141,36,4
215,174,68,4
209,168,62,4
200,159,53,4
195,154,49,4
201,160,55,4
203,162,57,4
207,166,61,4
187,146,41,4
192,151,46,4
168,129,26,4
204,165,62,4
192,154,53,4
182,144,43,4
185,147,46,4
183,145,44,4
187,148,45,4
194,153,48,4
190,149,44,4
187,144,39,4
181,137,30,4
184,137,29,4
184,137,29,4
198,153,52,4
190,145,44,4
196,151,50,4
197,152,51,4
180,135,34,4
193,148,47,4
185,140,39,4
184,138,40,4
184,138,40,4
182,136,38,4
198,152,54,4
203,157,61,4
190,144,48,4
174,128,32,4
172,126,30,4
193,147,51,4
191,148,43,4
194,151,46,4
209,167,59,4
198,156,48,4
203,161,53,4
186,144,34,4
196,154,44,4
196,154,46,4
198,156,48,4
170,127,22,4
179,136,32,4
201,158,56,4
197,153,54,4
216,172,75,4
198,154,57,4
183,139,44,4
152,114,13,4
173,134,33,4
173,133,35,4
172,132,36,4
195,155,60,4
150,109,17,4
204,163,73,4
205,161,72,4
202,158,69,4
194,151,59,4
214,171,77,4
190,147,52,4
172,128,29,4
180,137,35,4
192,149,45,4
159,116,11,4
166,121,20,4
155,110,9,4
167,122,21,4
177,132,31,4
155,110,9,4
200,155,54,4
206,158,58,4
216,168,68,4
183,135,37,4
186,138,40,4
169,119,22,4
199,149,54,4
185,135,40,4
188,138,43,4
191,141,46,4
184,134,39,4
188,138,43,4
151,100,9,4
170,118,34,4
180,129,50,4
144,91,21,4
155,101,37,4
156,105,42,4
190,138,78,4
156,106,45,4
134,84,23,4
150,102,40,4
154,105,47,4
156,106,53,4
170,122,73,4
136,88,42,4
92,43,0,4
142,103,48,4
147,108,53,4
137,98,41,4
143,105,43,4
159,121,58,4
204,167,99,4
214,177,106,4
192,156,82,4
160,124,46,4
162,127,46,4
161,126,44,4
166,131,49,4
159,124,40,4
145,110,26,4
193,158,74,4
166,131,47,4
159,122,44,4
184,147,67,4
186,149,68,4
170,134,48,4
168,130,45,4
119,81,0,4
189,152,72,4
180,142,69,4
100,62,0,4
176,140,82,4
129,93,41,4
111,79,30,4
126,95,48,4
101,73,25,4
95,69,20,4
102,76,25,4
154,128,77,4
121,95,44,4
132,105,52,4
88,58,6,4
133,102,48,4
134,101,47,4
116,81,25,4
106,69,14,4
125,89,31,4
139,100,43,4
142,103,48,4
150,113,58,4
104,67,14,4
105,68,15,4
135,98,46,4
119,83,31,4
112,81,27,4
221,190,136,4
190,157,103,4
140,108,49,4
156,125,61,4
191,158,91,4
145,112,43,4
168,134,63,4
175,141,70,4
165,128,58,4
171,134,64,4
169,130,63,4
155,116,51,4
154,114,52,4
150,108,48,4
132,90,32,4
121,92,26,4
138,109,41,4
149,120,50,4
146,118,44,4
156,129,52,4
158,131,50,4
134,108,24,4
138,112,27,4
136,110,25,4
142,116,31,4
122,96,12,4
112,85,4,4
117,90,11,4
147,120,43,4
148,120,46,4
154,126,52,4
148,120,36,4
162,136,51,4
145,119,34,4
160,136,50,4
144,122,36,4
132,112,25,4
177,160,72,4
174,156,70,4
167,149,63,4
177,161,74,4
156,138,52,4
108,90,6,4
126,105,22,4
128,107,24,4
118,97,14,4
140,118,35,4
135,108,29,4
132,105,26,4
157,130,49,4
142,116,32,4
141,115,30,4
144,117,28,4
183,156,65,4
155,129,36,4
140,114,21,4
128,102,7,4
146,120,25,4
156,127,33,4
180,151,57,4
163,134,42,4
161,132,40,4
176,147,55,4
178,155,59,4
162,140,41,4
174,152,53,4
181,157,57,4
160,137,35,4
173,148,45,4
169,142,37,4
169,142,35,4
231,203,96,4
199,168,62,4
193,160,55,4
164,131,26,4
183,148,46,4
198,163,61,4
201,163,62,4
216,178,79,4
217,176,70,4
219,178,72,4
226,185,79,4
221,183,76,4
242,205,98,4
222,188,80,4
213,181,72,4
210,178,69,4
219,187,78,4
218,186,77,4
223,191,82,4
223,191,82,4
198,164,56,4
212,178,70,4
216,179,72,4
231,194,87,4
215,181,73,4
221,187,79,4
196,162,54,4
215,181,73,4
208,174,66,4
230,196,89,4
207,173,66,4
176,142,35,4
202,168,61,4
208,173,69,4
213,178,74,4
209,174,70,4
203,168,64,4
199,164,60,4
200,165,61,4
203,168,64,4
207,173,75,4
223,189,91,4
209,175,77,4
210,176,78,4
215,181,84,4
233,199,102,4
246,212,115,4
216,182,85,4
210,175,81,4
194,159,65,4
198,163,69,4
183,148,56,4
178,143,51,4
189,154,62,4
164,129,37,4
185,150,58,4
198,173,73,4
193,168,67,4
193,168,67,4
205,180,79,4
185,160,57,4
168,143,40,4
198,173,70,4
199,176,72,4
171,148,44,4
187,164,62,4
177,154,52,4
185,163,62,4
185,163,64,4
172,149,53,4
183,160,66,4
184,161,67,4
164,144,49,4
181,161,66,4
160,139,46,4
153,134,40,4
179,160,68,4
158,138,49,4
164,147,59,4
170,152,70,4
161,143,67,4
149,130,61,4
129,111,49,4
126,106,53,4
142,124,78,4
81,62,22,4
58,38,3,4
101,81,48,4
108,91,63,4
83,66,38,4
53,34,4,4
84,65,35,4
81,60,31,4
79,58,29,4
72,51,22,4
50,29,0,4
60,39,10,4
96,76,49,4
75,55,28,4
96,79,53,4
46,30,5,4
64,49,26,4
61,49,25,4
47,35,11,4
50,47,28,4
54,51,32,4
74,73,53,4
70,69,49,4
67,69,48,4
44,46,25,4
56,59,38,4
50,53,34,4
44,45,27,4
24,25,7,4
67,66,48,4
93,90,73,4
44,38,24,4
36,30,16,4
44,36,23,4
24,16,3,4
39,32,22,4
37,30,20,4
45,38,28,4
65,59,47,4
19,13,0,4
35,28,12,4
74,67,49,4
72,64,43,4
51,41,16,4
59,45,19,4
59,44,15,4
96,77,45,4
86,66,33,4
76,53,19,4
75,51,15,4
93,67,30,4
99,80,22,4
88,69,10,4
73,53,0,4
174,154,85,4
223,201,126,4
180,157,77,4
167,143,57,4
195,170,78,4
187,163,67,4
175,150,50,4
190,165,64,4
179,156,52,4
195,172,68,4
203,180,76,4
166,145,40,4
208,186,84,4
196,171,78,4
154,129,36,4
126,102,6,4
154,130,34,4
160,136,40,4
177,151,54,4
220,194,97,4
204,179,79,4
204,179,79,4
193,165,65,4
185,157,57,4
188,161,58,4
190,163,60,4
187,160,55,4
188,161,56,4
193,166,61,4
211,182,78,4
180,151,47,4
203,174,70,4
168,139,35,4
192,163,59,4
193,164,60,4
146,114,11,4
170,138,35,4
186,154,51,4
174,141,36,4
204,171,66,4
197,164,59,4
206,173,68,4
186,153,48,4
205,170,66,4
173,138,34,4
197,162,62,4
207,172,72,4
197,162,60,4
195,160,56,4
197,163,56,4
200,163,56,4
215,179,69,4
221,185,75,4
220,184,72,4
215,177,66,4
210,172,61,4
199,161,52,4
188,150,41,4
194,156,47,4
207,169,62,4
211,170,64,4
214,188,69,4
177,148,31,4
182,150,37,4
196,159,52,4
175,136,33,4
180,138,38,4
202,162,66,4
196,160,64,4
192,162,64,4
190,162,63,4
144,119,19,4
155,130,29,4
184,157,54,4
190,158,55,4
214,179,75,4
215,178,72,4
208,169,66,4
224,185,80,4
217,179,72,4
224,186,75,4
223,186,72,4
203,167,55,4
219,185,75,4
224,192,89,4
238,209,115,4
216,191,111,4
112,93,27,4
74,57,11,4
100,87,55,4
71,62,45,4
122,113,108,4
38,29,30,4
30,22,0,4
44,36,15,4
8,0,0,4
135,127,108,4
99,92,76,4
67,59,46,4
39,33,21,4
32,26,14,4
12,8,0,4
36,32,21,4
57,55,43,4
15,13,1,4
18,18,6,4
14,15,1,4
32,33,19,4
33,34,20,4
28,29,13,4
56,57,41,4
80,81,65,4
120,121,107,4
171,172,158,4
106,107,93,4
37,39,26,4
80,82,69,4
19,21,10,4
14,15,7,4
19,22,13,4
20,23,16,4
8,11,4,4
10,13,6,4
19,22,15,4
17,19,14,4
13,16,5,4
15,18,7,4
15,18,7,4
16,19,8,4
21,24,13,4
25,28,17,4
25,27,16,4
20,22,11,4
15,17,6,4
14,16,5,4
23,23,13,4
21,21,11,4
31,31,21,4
23,23,13,4
29,29,19,4
18,18,8,4
20,15,19,4
21,17,18,4
15,11,12,4
23,19,18,4
23,20,15,4
21,18,11,4
32,30,18,4
25,23,8,4
15,14,0,4
33,32,11,4
51,49,24,4
24,23,0,4
36,35,4,4
48,48,14,4
4,4,0,4
36,36,0,4
32,27,0,4
46,39,0,4
138,131,77,4
227,221,159,4
233,226,156,4
217,208,139,4
201,191,129,4
131,119,69,4
40,25,0,4
33,18,0,4
17,2,0,4
61,50,48,4
54,44,43,4
9,4,0,4
40,38,26,4
58,56,43,4
47,35,23,4
32,20,8,4
42,30,18,4
54,42,30,4
48,36,24,4
42,30,18,4
36,24,12,4
37,25,13,4
56,44,32,4
36,24,12,4
43,31,19,4
51,39,27,4
26,14,2,4
32,20,8,4
48,36,24,4
33,21,9,4
40,26,13,4
40,26,13,4
48,34,23,4
65,53,41,4
42,30,18,4
35,23,11,4
44,34,22,4
60,50,40,4
32,24,13,4
30,22,11,4
18,12,0,4
27,21,9,4
28,24,13,4
13,9,0,4
47,43,32,4
47,43,32,4
25,20,1,4
53,48,29,4
71,66,47,4
71,65,49,4
35,29,13,4
50,44,28,4
16,10,0,4
54,48,34,4
60,57,42,4
50,46,34,4
57,53,41,4
51,47,35,4
19,15,4,4
53,49,38,4
27,23,12,4
48,44,33,4
56,47,30,4
41,34,16,4
51,44,26,4
62,57,38,4
26,21,2,4
128,125,106,4
75,72,53,4
80,77,60,4
39,36,19,4
80,77,60,4
32,26,10,4
33,27,13,4
65,57,44,4
43,33,21,4
74,64,52,4
44,32,20,4
59,50,33,4
80,71,54,4
38,31,13,4
66,59,43,4
21,14,0,4
25,17,4,4
41,33,20,4
47,39,28,4
39,31,20,4
29,20,11,4
44,37,27,4
47,40,32,4
51,44,36,4
20,13,5,4
71,64,58,4
67,60,54,4
42,32,31,4
55,46,41,4
88,80,67,4
94,88,66,4
62,57,28,4
57,52,22,4
68,62,36,4
64,56,35,4
30,18,4,4
63,46,36,4
121,103,89,4
148,127,106,4
49,29,0,4
74,53,0,4
184,163,96,4
170,151,75,4
168,128,40,4
193,153,65,4
117,78,0,4
198,159,66,4
218,180,83,4
195,157,58,4
190,152,51,4
200,161,58,4
202,163,58,4
189,151,44,4
208,170,63,4
195,154,48,4
195,154,48,4
206,165,60,4
214,173,68,4
208,167,62,4
204,162,60,4
204,162,60,4
212,173,70,4
199,160,59,4
202,164,63,4
204,166,65,4
183,145,46,4
204,166,67,4
200,162,61,4
200,161,60,4
201,159,57,4
208,167,62,4
210,167,62,4
209,165,58,4
198,151,45,4
188,141,33,4
187,144,39,4
176,133,28,4
200,157,52,4
192,149,44,4
187,144,39,4
191,148,43,4
202,159,55,4
198,155,51,4
197,154,50,4
192,149,45,4
193,150,48,4
176,133,31,4
176,133,31,4
191,148,46,4
187,144,42,4
189,146,44,4
201,158,53,4
188,145,40,4
181,138,33,4
169,127,19,4
182,140,32,4
183,141,33,4
192,150,40,4
189,147,39,4
180,138,30,4
204,161,56,4
206,163,58,4
204,161,57,4
208,165,63,4
205,161,62,4
178,134,37,4
212,168,71,4
229,189,91,4
219,179,81,4
158,118,22,4
201,161,66,4
159,118,26,4
190,149,59,4
168,124,37,4
211,167,80,4
193,149,62,4
204,160,71,4
176,131,40,4
195,151,56,4
191,147,50,4
219,176,74,4
177,134,30,4
181,138,34,4
213,169,64,4
195,148,44,4
204,157,53,4
192,144,42,4
208,160,58,4
154,106,4,4
140,92,0,4
198,148,49,4
202,152,53,4
205,155,56,4
167,117,20,4
206,153,57,4
172,119,23,4
175,122,26,4
166,113,17,4
177,124,28,4
177,127,28,4
151,101,6,4
192,141,52,4
164,112,29,4
133,79,5,4
183,130,62,4
124,71,5,4
126,75,10,4
126,75,10,4
145,96,30,4
142,92,29,4
139,91,29,4
107,58,0,4
109,62,10,4
172,124,76,4
144,96,50,4
161,123,74,4
62,25,0,4
99,62,9,4
204,167,112,4
208,172,112,4
128,93,29,4
155,121,50,4
146,112,38,4
142,109,32,4
141,108,27,4
151,119,36,4
160,128,43,4
154,119,35,4
176,142,55,4
160,126,39,4
162,128,41,4
172,135,57,4
143,106,26,4
126,89,8,4
150,114,28,4
178,140,55,4
153,115,32,4
148,109,30,4
133,95,22,4
189,151,86,4
155,118,63,4
141,105,55,4
144,112,65,4
174,143,97,4
109,80,36,4
78,51,4,4
112,88,40,4
141,118,64,4
146,123,69,4
153,128,72,4
129,102,47,4
126,97,41,4
120,89,32,4
149,117,58,4
162,127,69,4
145,110,52,4
76,40,0,4
121,85,27,4
190,154,96,4
170,135,79,4
174,139,83,4
167,132,78,4
167,132,78,4
160,127,74,4
150,117,63,4
151,119,62,4
153,121,60,4
149,115,52,4
166,133,66,4
134,99,31,4
149,115,44,4
135,98,27,4
158,121,51,4
150,111,44,4
123,84,19,4
131,90,28,4
129,87,27,4
113,71,13,4
136,91,36,4
120,91,25,4
124,95,27,4
152,123,53,4
146,118,45,4
130,103,26,4
131,104,23,4
146,120,36,4
153,127,42,4
142,116,29,4
130,104,19,4
148,122,37,4
137,110,29,4
172,143,65,4
160,131,55,4
156,126,53,4
150,120,48,4
146,119,32,4
139,113,26,4
134,108,21,4
154,130,42,4
159,138,49,4
161,141,52,4
168,151,61,4
140,123,33,4
146,131,40,4
141,125,37,4
145,129,41,4
181,164,76,4
179,161,75,4
186,166,80,4
164,144,58,4
181,161,75,4
158,134,48,4
171,147,61,4
156,132,44,4
178,153,63,4
161,136,44,4
125,100,7,4
162,137,44,4
167,141,46,4
177,151,56,4
206,177,83,4
180,151,59,4
148,118,28,4
129,99,11,4
164,132,45,4
177,145,60,4
184,152,67,4
180,158,57,4
176,154,53,4
204,182,81,4
195,172,70,4
173,150,46,4
192,168,62,4
186,159,52,4
175,147,40,4
174,146,39,4
138,107,1,4
181,148,43,4
168,133,31,4
189,154,52,4
204,166,67,4
228,190,91,4
198,160,61,4
230,187,82,4
212,169,64,4
241,200,94,4
235,197,90,4
224,187,80,4
215,178,71,4
244,210,102,4
232,200,91,4
214,182,73,4
218,186,77,4
226,194,85,4
225,191,83,4
221,187,79,4
235,198,91,4
228,191,84,4
235,198,91,4
220,183,76,4
221,184,77,4
233,196,89,4
224,187,80,4
216,179,72,4
174,137,30,4
203,166,60,4
224,187,81,4
231,194,88,4
221,184,78,4
209,172,68,4
202,165,61,4
201,164,60,4
206,169,65,4
215,178,74,4
221,184,80,4
199,165,67,4
213,179,81,4
197,163,65,4
221,187,89,4
233,199,102,4
199,165,68,4
178,144,47,4
214,180,83,4
215,180,86,4
232,197,103,4
197,162,68,4
214,179,87,4
150,115,23,4
178,143,51,4
183,148,56,4
159,124,32,4
180,152,52,4
158,130,30,4
180,155,52,4
183,158,55,4
176,151,48,4
185,161,55,4
190,166,60,4
158,135,31,4
174,151,47,4
171,148,46,4
165,141,41,4
177,153,55,4
187,164,68,4
187,164,70,4
184,161,67,4
169,146,53,4
152,131,38,4
182,163,69,4
167,148,54,4
162,143,51,4
177,160,70,4
171,154,66,4
146,130,45,4
139,122,44,4
145,128,56,4
133,115,51,4
114,97,41,4
147,129,81,4
81,63,23,4
87,68,36,4
89,69,42,4
132,112,87,4
143,124,107,4
110,91,74,4
79,61,41,4
77,56,35,4
66,46,22,4
86,64,40,4
95,74,47,4
68,47,20,4
79,58,31,4
77,57,32,4
70,52,28,4
121,105,82,4
109,94,75,4
38,25,8,4
39,27,11,4
46,34,20,4
44,39,20,4
37,32,13,4
46,43,24,4
75,72,53,4
77,76,55,4
45,44,23,4
70,69,48,4
53,52,31,4
49,48,27,4
53,52,31,4
28,25,6,4
97,92,73,4
68,61,43,4
58,51,33,4
49,40,23,4
54,45,28,4
49,45,34,4
28,24,13,4
33,29,17,4
33,30,15,4
53,50,33,4
22,17,0,4
52,47,25,4
18,12,0,4
43,33,6,4
58,46,20,4
82,66,40,4
78,58,31,4
89,65,39,4
68,42,17,4
67,39,15,4
71,43,19,4
126,109,57,4
146,129,75,4
134,115,57,4
75,55,0,4
168,145,75,4
240,217,141,4
135,110,26,4
180,155,65,4
210,184,91,4
179,153,56,4
190,165,64,4
189,166,62,4
183,160,56,4
200,177,73,4
167,146,41,4
163,142,37,4
129,103,10,4
147,121,28,4
206,180,87,4
227,201,108,4
227,201,106,4
219,193,98,4
187,161,64,4
186,158,59,4
183,155,56,4
198,170,70,4
196,168,68,4
176,147,45,4
171,142,40,4
186,157,55,4
190,161,57,4
179,150,46,4
154,125,23,4
195,166,64,4
184,155,53,4
195,166,62,4
199,167,64,4
172,140,37,4
205,174,68,4
216,183,78,4
198,165,60,4
212,179,72,4
167,133,26,4
180,146,39,4
190,156,48,4
202,168,60,4
218,181,74,4
216,179,72,4
193,158,54,4
202,167,63,4
198,164,57,4
206,169,63,4
212,175,68,4
214,178,68,4
213,177,65,4
194,158,46,4
197,159,48,4
179,141,30,4
172,134,23,4
182,144,33,4
202,161,53,4
218,177,71,4
213,172,66,4
192,151,45,4
192,165,48,4
199,169,55,4
196,164,53,4
203,166,60,4
211,172,69,4
202,160,62,4
195,155,60,4
209,173,79,4
136,103,8,4
144,116,19,4
178,152,55,4
161,136,36,4
145,118,15,4
137,105,2,4
187,152,48,4
198,161,57,4
185,146,43,4
222,183,78,4
222,184,77,4
237,199,88,4
207,170,56,4
223,187,73,4
217,183,73,4
217,185,82,4
248,219,125,4
193,168,88,4
111,90,25,4
115,98,52,4
30,16,0,4
18,6,0,4
26,17,12,4
22,13,14,4
24,13,0,4
110,99,77,4
71,63,42,4
56,48,29,4
90,81,64,4
91,84,68,4
75,67,54,4
75,69,57,4
23,19,8,4
27,23,12,4
61,59,47,4
44,42,30,4
21,21,9,4
28,29,15,4
32,33,19,4
2,3,0,4
24,25,9,4
22,23,7,4
13,14,0,4
1,2,0,4
38,39,25,4
11,12,0,4
14,16,3,4
63,65,52,4
31,33,22,4
30,31,23,4
27,30,21,4
17,20,13,4
12,15,8,4
20,23,16,4
24,26,21,4
13,15,10,4
10,13,2,4
14,17,6,4
17,20,9,4
18,21,10,4
20,23,12,4
22,25,14,4
20,22,11,4
15,17,6,4
26,28,17,4
21,23,12,4
23,23,13,4
21,21,11,4
27,27,17,4
21,21,11,4
34,34,24,4
16,16,6,4
27,23,20,4
13,10,5,4
10,7,2,4
28,25,20,4
30,27,20,4
24,21,12,4
29,26,17,4
25,23,11,4
71,69,56,4
10,8,0,4
46,45,27,4
46,45,27,4
29,28,8,4
31,30,9,4
56,55,34,4
25,24,3,4
50,45,25,4
16,10,0,4
29,24,0,4
37,30,0,4
114,106,44,4
221,210,146,4
129,114,55,4
144,126,78,4
93,74,41,4
36,17,0,4
40,21,14,4
43,29,26,4
36,26,24,4
37,33,24,4
26,24,11,4
36,37,21,4
57,43,32,4
30,16,5,4
52,38,27,4
31,17,6,4
11,0,0,4
74,62,50,4
140,128,116,4
20,8,0,4
105,93,81,4
48,36,24,4
47,35,23,4
43,31,19,4
50,37,28,4
54,41,32,4
39,26,17,4
43,30,21,4
43,29,16,4
40,26,13,4
44,30,17,4
77,65,51,4
45,33,19,4
35,23,9,4
46,36,24,4
63,53,41,4
28,20,7,4
15,7,0,4
41,35,23,4
76,70,58,4
33,27,15,4
29,25,13,4
81,77,65,4
32,28,16,4
30,25,5,4
71,66,46,4
46,41,21,4
33,28,9,4
105,100,81,4
111,105,89,4
49,43,27,4
42,36,22,4
55,52,37,4
52,48,36,4
30,26,15,4
64,60,49,4
39,35,26,4
47,43,34,4
31,27,18,4
29,25,16,4
61,54,36,4
64,57,39,4
24,19,0,4
65,60,41,4
18,15,0,4
36,33,14,4
46,43,24,4
81,78,59,4
48,45,26,4
43,38,19,4
59,54,35,4
36,29,11,4
46,37,22,4
24,12,0,4
38,26,12,4
49,35,22,4
54,42,30,4
54,42,30,4
11,0,0,4
65,53,41,4
63,51,39,4
55,45,35,4
40,30,20,4
41,31,21,4
51,43,32,4
17,9,0,4
27,19,8,4
47,41,29,4
93,87,75,4
57,51,39,4
38,32,20,4
15,9,0,4
43,35,33,4
39,32,24,4
35,29,15,4
83,78,56,4
35,34,6,4
83,82,54,4
63,58,38,4
31,25,13,4
36,26,24,4
36,24,26,4
28,12,13,4
96,77,70,4
69,51,29,4
30,12,0,4
59,42,0,4
208,189,130,4
195,158,70,4
174,137,48,4
114,77,0,4
219,180,87,4
205,166,71,4
203,165,66,4
207,169,68,4
201,164,60,4
195,156,51,4
233,195,88,4
184,146,39,4
197,159,52,4
198,157,51,4
210,169,64,4
203,162,57,4
186,145,40,4
189,147,45,4
189,150,49,4
194,155,54,4
196,157,56,4
187,149,50,4
199,161,62,4
176,138,39,4
190,152,53,4
190,152,53,4
195,156,55,4
197,155,53,4
206,164,62,4
201,158,54,4
205,161,56,4
199,152,46,4
198,151,45,4
184,142,32,4
180,138,28,4
208,166,56,4
192,150,40,4
194,152,42,4
197,155,45,4
208,166,58,4
196,154,46,4
205,163,55,4
195,153,45,4
208,166,58,4
201,158,53,4
199,156,51,4
205,162,57,4
191,148,43,4
202,159,54,4
192,149,45,4
194,151,47,4
190,147,42,4
186,143,38,4
181,139,31,4
187,145,37,4
193,151,43,4
199,157,49,4
179,137,29,4
204,162,54,4
192,149,44,4
206,161,58,4
185,140,39,4
201,155,57,4
225,179,81,4
182,136,40,4
195,155,59,4
224,184,89,4
218,177,85,4
166,125,35,4
181,137,50,4
254,209,124,4
120,75,0,4
183,138,55,4
196,151,68,4
152,106,21,4
178,132,46,4
171,126,35,4
207,163,68,4
201,157,60,4
171,128,26,4
189,144,43,4
213,166,60,4
151,104,0,4
186,139,33,4
223,176,70,4
203,154,51,4
199,150,47,4
208,159,57,4
179,130,28,4
167,117,18,4
203,151,52,4
189,137,38,4
203,151,52,4
219,167,68,4
190,138,39,4
171,117,19,4
212,158,60,4
184,132,31,4
155,103,4,4
163,112,20,4
164,112,28,4
169,116,38,4
153,99,27,4
157,104,34,4
171,118,50,4
165,115,46,4
149,98,32,4
121,72,5,4
155,107,43,4
153,104,46,4
127,80,26,4
119,71,22,4
129,81,35,4
109,72,27,4
125,89,41,4
100,64,14,4
129,94,40,4
135,100,42,4
86,52,0,4
115,82,13,4
134,102,29,4
119,87,10,4
159,126,45,4
123,91,8,4
144,112,27,4
159,127,40,4
159,127,40,4
166,135,45,4
174,143,53,4
168,132,56,4
166,129,51,4
178,141,60,4
185,149,65,4
164,126,41,4
186,148,65,4
148,109,30,4
203,165,92,4
193,155,92,4
135,98,43,4
184,148,100,4
148,115,70,4
99,68,24,4
66,39,0,4
70,46,0,4
77,53,7,4
88,67,10,4
88,67,10,4
146,124,66,4
89,64,7,4
