source_artwork,url
3371,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Figures In The Dunes in the style of Charles Henri Leickert.png
3383,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Figures On A Barge Near A Waterside Village in the style of Charles Henri Leickert.png
1964,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Figures On A Frozen Canal In A Dutch Town in the style of Oene Romkes De Jongh.png
2500,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Figures in a Classical Piazza in the style of Louis de Caullery.png
3384,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Figures skating on a frozen waterway on a windy day in the style of Charles Henri Leickert.png
3176,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fish Houses And Lobster Pots in the style of Marsden Hartley.png
1243,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fishermans Daughter in the style of Robert Henri.png
236,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fishermen at Sea (or The Cholmeley Sea Piece) in the style of Joseph Mallord William Turner.png
18,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fishing Boats On The Beach At Saintes Maries in the style of Vincent Van Gogh.png
1121,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fishing Boats on the Deauville Beach in the style of Gustave Courbet.png
325,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fishing Boats, Key West in the style of Winslow Homer.png"
667,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fishing and Hunting Camp, Loring, Alaska in the style of Albert Bierstadt.png"
635,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Five Male Nudes in the style of Albrecht Durer.png
2408,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Five Women in the Street in the style of Ernst Ludwig Kirchner.png
3497,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fjord near Oslo in the style of Paul-Gustave Fischer.png
2536,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flabellifera in the style of John William Godward.png
531,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flatford Mill (detail) 1817 in the style of John Constable.png
1548,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Floating Ice in the style of George Wesley Bellows.png
440,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flock of Sheep in a Field after the Harvest in the style of Camille Pissarro.png
621,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flood at Port-Marly II 2 in the style of Alfred Sisley.png
614,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flood at Port-Marly III in the style of Alfred Sisley.png
618,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flood at Port-Marly IV in the style of Alfred Sisley.png
612,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flood at Port-Marly V in the style of Alfred Sisley.png
444,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flood, White Effect, Eragny in the style of Camille Pissarro.png"
553,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flora in the style of Tiziano Vecellio.png
3708,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Florinda in the style of Franz Xavier Winterhalter.png
339,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flower Garden and Bungalow, Bermuda in the style of Winslow Homer.png"
1493,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flower Girl 1888 in the style of Childe Hassam.png
2433,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flower Sprigs In A Basket in the style of Frans Mortelmans.png
2310,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flower Window in the style of Carl Larsson.png
139,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flowers And Fruit in the style of Paul Cezanne.png
814,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flowers In A Chinese Base in the style of Odilon Redon.png
484,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flowers In A Crystal Vase I in the style of Edouard Manet.png
462,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flowers In A Fruit Bowl in the style of Paul Gauguin.png
804,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flowers In Green Vase With Handles in the style of Odilon Redon.png
1103,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flowers in a Basket, 1863 in the style of Gustave Courbet.png"
1732,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Flowers on a Mantlepiece in Clayes (Fleurs sur une cheminee aux Clayes) c. 1932-35 in the style of Edouard   Vuillard.png
3236,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fortune Held Back by Love in the style of Guido Reni.png
1537,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Forty Two Kids in the style of George Wesley Bellows.png
592,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Four Dancers in the style of Edgar Degas.png
3689,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Four Saints, from left, St. Peter, St. Martha, St. Mary Magdalene, St. Leonard in the style of Correggio (Antonio Allegri).png"
3128,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Four Seasons in the style of Alphonse Maria Mucha.png
682,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Four Trees in the style of Egon Schiele.png
3394,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fourth Estate (Il Quarto Stato) or Proletariat in the style of Giuseppe Pellizza da Volpedo.png
1109,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fox in the Snow in the style of Gustave Courbet.png
3418,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Foxgloves in the style of Georges Lacombe.png
2691,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Francois Antoine Boissy dAnglas 1756-1826 Saluting the Head of the Deputy Jean Bertrand Feraud 1759-95 1 Prairial An III in the style of Alexandre Evariste Fragonard.png
2688,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Francois I 1494-1547 with Leonardo da Vinci 1452-1519 in the style of Alexandre Evariste Fragonard.png
1530,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Frankie The Organ Boy in the style of George Wesley Bellows.png
1060,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Frari Triptych in the style of Giovanni Bellini.png
1665,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Frau beim Brotbacken in the style of Jean-Francois Millet.png
683,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Frauenkopf in the style of Egon Schiele.png
996,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Frosty Morning, Montclair in the style of George Inness.png"
941,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fruit Displayed on a Stand 1881-82 in the style of Gustave Caillebotte.png
3147,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Fruit in the style of Alphonse Maria Mucha.png
2119,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Full Glow in the style of Frederick Judd Waugh.png
2619,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Full length portrait of Charles II as a boy with a mastiff in the style of (after) Dyck, Sir Anthony van.png"
2115,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Full of the Moon in the style of Frederick Judd Waugh.png
3670,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Funeral of a Young Martyr in the Catacombs of Rome, 1847 in the style of Jean-Victor Schnetz.png"
2246,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Galaxy of Musicians in the style of Raja Ravi Varma.png
3273,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gallo Roman Women in the style of Sir Lawrence Alma-Tadema.png
3425,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Game for Dinner in the style of Horatio Henry Couldery.png
1733,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Game of Draughts in the style of Edouard   Vuillard.png
2236,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Ganga Vatram in the style of Raja Ravi Varma.png
3106,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Ganymede in the style of Girolamo Francesco Maria Mazzola (Parmigianino).png
1930,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Garden At The Thuner Lake in the style of August Macke.png
212,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Garden Path With Chicken in the style of Gustav Klimt.png
1945,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Garden Restaurant in the style of August Macke.png
2590,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gathering Hay 1890 in the style of Istvan Csok.png
1755,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gathering in a Park 1718 in the style of Jean-Antoine Watteau.png
2189,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gazelles in the style of Wilhelm Kuhnert.png
3062,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of General Sir Banastre Tarleton 1782 in the style of Sir Joshua Reynolds.png
2965,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Geopoliticus Child in the style of Salvador Dali.png
983,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Georgia Pines Afternoon in the style of George Inness.png
1498,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Geraniums 1888 in the style of Childe Hassam.png
1221,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gerda is terrified by the Snow Queens advance guard, but she said Our Father and is rescued by little bright angels, illustration from The Snow Queen by Hans Christian Andersen, published 1932 in the style of Arthur Rackham.png"
2424,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gerda, Half-Length Portrait in the style of Ernst Ludwig Kirchner.png"
3167,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gevaarlijk Spel (A Dangerous Game) in the style of Henriette Ronner-Knip.png
3332,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Giant Crossbow in the style of Leonardo Da Vinci.png
1772,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gilles and his Family c. 1716 in the style of Jean-Antoine Watteau.png
3157,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Ginger cats in the style of Henriette Ronner-Knip.png
2592,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gipsies Making Trough 1903 in the style of Istvan Csok.png
1301,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl In A Japanese Kimono in the style of William Merritt Chase.png
1242,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl In Rose And Gray Miss Carmel White in the style of Robert Henri.png
1994,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl Interrupted at Her Music (detail) 1660-61 in the style of Jan Vermeer Van Delft.png
1415,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl Peeling Vegetables in the style of Jean-Baptiste-Simeon Chardin.png
2011,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl Reading a Letter at an Open Window (detail-1) 1657 in the style of Jan Vermeer Van Delft.png
445,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl Tending a Cow in Pasture, 1874 in the style of Camille Pissarro.png"
1992,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl With A Red Hat in the style of Jan Vermeer Van Delft.png
3476,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl With Death Mask 1 1938 in the style of Frida Kahlo.png
2490,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl at Prayer in the style of William Henry Hunt.png
787,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl in a Boat, with Geese 1889 in the style of Berthe Morisot.png"
2939,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl on the Beach in the style of Edvard Munch.png
1022,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl on the beach in the style of Joaquin Sorolla y Bastida.png
561,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl with a Basket of Fruits (Lavinia) 1555-58 in the style of Tiziano Vecellio.png
2958,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl with a Lap Dog in the style of Federico de Madrazo y Kuntz.png
1991,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girl with a Pearl Earring c. 1665 in the style of Jan Vermeer Van Delft.png
1937,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girls In The Forest in the style of August Macke.png
39,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girls at the Piano I in the style of Pierre Auguste Renoir.png
1015,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Girls with flowers in the style of Joaquin Sorolla y Bastida.png
434,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gisors in the style of Camille Pissarro.png
2489,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Glass vase and flowers in the style of William Henry Hunt.png
234,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Glaucus and Scylla from Ovids Metamorphoses, 1841 in the style of Joseph Mallord William Turner.png"
1161,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Glendalough, County Wicklow, Ireland in the style of Bartlett, William Henry.png"
2460,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Glowed with Tints of Evening Hours in the style of Joseph Farquharson.png
2177,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Goats in the style of Rosa Bonheur.png
2243,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Goddess Lakshmi 2 in the style of Raja Ravi Varma.png
2598,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Godfather at Breakfast 1932 in the style of Istvan Csok.png
2095,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Going Home at Dusk 1882 in the style of Marianne Preindelsberger Stokes.png
2101,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Going to Church 1880 in the style of Marianne Preindelsberger Stokes.png
2102,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Going to Fold 1879 in the style of Marianne Preindelsberger Stokes.png
2161,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Going to Market in the style of Rosa Bonheur.png
222,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gold Cavalier in the style of Gustav Klimt.png
1213,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gold pieces fell down on the cloth illustration to Washing Table, Golden Ass and Cudgel from Fairy Tales of the Brothers Grimm, 1900 in the style of Arthur Rackham.png"
993,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Golden Sunset in the style of George Inness.png
224,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Goldfish in the style of Gustav Klimt.png
384,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Goule Enters The Moulin Rouge With Two Women in the style of Henri De Toulouse-Lautrec.png
893,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Grand Canyon 1912 in the style of Thomas Moran.png
894,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Grand Canyon With Rainbows in the style of Thomas Moran.png
914,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Grand Manan Island in the style of Frederic Edwin Church.png
457,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Grape Harvest In Arles Aka Human Misery in the style of Paul Gauguin.png
601,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Grapes And Walnuts On A Table in the style of Alfred Sisley.png
972,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Grazing Horses in the style of Franz Marc.png
900,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Great Basin, Mount Katahdin, ,Maine in the style of Frederic Edwin Church.png"
2879,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Great Exhibition 1851 The Austrian Room in the style of Joseph Nash.png
2864,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Great Exhibition Medieval Court 1851 in the style of Joseph Nash.png
2875,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Great Exhibition Stained Glass Gallery 1851 by Joseph Nash 1809-78 in the style of Joseph Nash.png
1253,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Great Explorers 1905 in the style of Frederic Remington.png
371,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Greece on the Ruins of Missolonghi in the style of Eugene Delacroix.png
1502,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Greek Girls Playing At Ball in the style of Lord Frederick Leighton.png
1248,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gregorita with the Santa Clara Bowl 1917 in the style of Robert Henri.png
2516,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Group portrait of Louis XIII, Anne of Austria, and their son Louis XIV, flanked by Cardinal Richelieu and the Duchesse de Chevreuse in the style of (after) Philippe De Champaigne.png"
3609,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Grouse Shooting on the Moor near Dalmall in the style of William (Turner of Oxford) Turner.png
87,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Guerrilla Of Eliseo Velasquez in the style of Fernando Botero.png
2661,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Guess My Name in the style of Sir David Wilkie.png
1522,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gulnihal in the style of Lord Frederick Leighton.png
874,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gust of Wind, 1866 in the style of Jean-Baptiste-Camille Corot.png"
1115,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Gypsy in Reflection in the style of Gustave Courbet.png
998,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hackensack Meadows Sunset in the style of George Inness.png
3448,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hagar And Ishmael In The Desert in the style of Lorenzo Lippi.png
2358,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hagar and Ishmael Rescued by the Angel in the style of Eustache Le Sueur.png
2567,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Haman Pleading With Esther For His Life in the style of (after) Harmenszoon Van Rijn Rembrandt.png
2248,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hamsa Damayanthi in the style of Raja Ravi Varma.png
632,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hand Study with Bible in the style of Albrecht Durer.png
3628,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hands in the style of Auguste Rodin.png
798,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hanging The Laundry Out To Dry in the style of Berthe Morisot.png
2820,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Happy Families, card game, based on designs by John Tenniel, c.1860 in the style of John Tenniel.png"
2738,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Harvest in the style of Charles-Francois Daubigny.png
2052,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Harvesters 1855 in the style of John Linnell.png
1655,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Harvesters Resting (or Ruth and Boaz) in the style of Jean-Francois Millet.png
1390,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hay-Harvest in the style of Pieter the Elder Bruegel.png
1579,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Haymaker and Sleeping Girl (Mushroom Girl) 1785 in the style of Thomas Gainsborough.png
1709,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Haymaking 1785 in the style of George Stubbs.png
1919,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Haymaking at Dolwyddelan below Moel Siabod, North Wales, c.1776-86 in the style of Paul Sandby.png"
532,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Haywain in the style of John Constable.png
2157,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Head Of A Calf in the style of Rosa Bonheur.png
2012,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Head Of A Girl 1666-1667 in the style of Jan Vermeer Van Delft.png
3452,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Head Of A Youth Looking To The Right in the style of Lorenzo Lippi.png
402,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Head Of Medusa in the style of Peter Paul Rubens.png
1763,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Head of a Man in the style of Jean-Antoine Watteau.png
3088,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Head of a young man looking up in the style of Girolamo Francesco Maria Mazzola (Parmigianino).png
716,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Head of the Dead Marat 1793 in the style of Jacques Louis David.png
3069,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Heads of Angels 1787 in the style of Sir Joshua Reynolds.png
3030,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Heidelberg Road, Eltham in the style of Walter Withers.png"
3028,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Heidelberg in the style of Walter Withers.png
2019,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hell Scene With The Fountain Of Life in the style of (after) Hieronymus Bosch.png
2930,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Henri of Orleans 1822-97 Duke of Aumale and Alfred Cuvillier Fleury 1802-87 his Secretary in the Cabinet des Livres at Chantilly in the style of Gabriel Joseph Marie Augustin Ferrier.png
3066,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Henry, Eighth Lord Arundell of Wardour in the style of Sir Joshua Reynolds.png"
2394,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hercules and Omphale in the style of Theodor Van Thulden.png
1079,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hercules at the Crossroads in the style of Annibale Carracci.png
2184,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Herd of Zebra in the style of Wilhelm Kuhnert.png
2447,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Herding Sheep In A Winter Landscape At Sunset in the style of Joseph Farquharson.png
314,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Here Comes the Bogey-Man in the style of Francisco De Goya y Lucientes.png
2210,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hesperus, the Evening Star, Sacred to Lovers, 1855 in the style of Sir Joseph Noel Paton.png"
1318,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hide And Seek in the style of William Merritt Chase.png
469,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Hina Tefatou Aka The Moon And The Earth in the style of Paul Gauguin.png
3257,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of His Station And Four Aces in the style of Cassius Marcellus Coolidge.png
2074,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Holy Communion of Charles II (1661-1700) and his Court, 1690 in the style of Claudio Coello.png"
2067,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Holy Family in the style of Claudio Coello.png
3135,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Holy Mount Athos, 1926 in the style of Alphonse Maria Mucha.png"
1036,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Holy Trinity (Pala della Convertite) 1491-93 in the style of Sandro Botticelli.png
1625,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Holyday (or The Picnic) in the style of James Jacques Joseph Tissot.png
1595,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Holywells Park Ipswich in the style of Thomas Gainsborough.png
2587,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Honni soit qui mal y pense 1925 in the style of Istvan Csok.png
2846,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Horace and Lydia (study) in the style of Albert Edelfelt.png
381,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Horse Carriage in the style of Henri De Toulouse-Lautrec.png
1489,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Horse Drawn Cabs at Evening, New York, c.1890 in the style of Childe Hassam.png"
387,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Horse Fighting His Groom in the style of Henri De Toulouse-Lautrec.png
