id,url,source_url,caption
119,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Charles-Francois+Daubigny.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Charles_francois_daubigny.jpg/220px-Charles_francois_daubigny.jpg,Photograph by Nadar
124,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/John+Tenniel.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/John_Tenniel.png/220px-John_Tenniel.png,"Self-portrait of John Tenniel, c. 1889"
126,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Albert+Edelfelt.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Daniel_Nyblin_-_Portrait_photograph_of_Albert_Edelfelt_%28postcard_version%29.jpg/220px-Daniel_Nyblin_-_Portrait_photograph_of_Albert_Edelfelt_%28postcard_version%29.jpg,Albert Edelfelt in 1905
128,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Tivadar+Kosztka+Csontv%C3%A1ry.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Csontv%C3%A1ry_%C3%96narck%C3%A9p.jpg/220px-Csontv%C3%A1ry_%C3%96narck%C3%A9p.jpg,Self-portrait (around 1900)
130,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Grant+Wood.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Grant_Wood.jpg/220px-Grant_Wood.jpg,"Self-portrait, 1932"
133,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Federico+de+Madrazo+y+Kuntz.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Raimundo_de_Madrazo_-_Portrait_of_Federico_de_Madrazo_Painting_-_Google_Art_Project.jpg/220px-Raimundo_de_Madrazo_-_Portrait_of_Federico_de_Madrazo_Painting_-_Google_Art_Project.jpg,"Portrait by his son, Raimundo de Madrazo (1875)"
135,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Ulpiano+Checa+y+Sanz.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Ulpiano_Checa_%281889%29_fotograf%C3%ADa.png/220px-Ulpiano_Checa_%281889%29_fotograf%C3%ADa.png,
138,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Walter+Withers.jpg,http://upload.wikimedia.org/wikipedia/commons/d/df/Withers_photograph.jpg,"Walter Withers, 1906"
139,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Tamara+de+Lempicka.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/L2890841_rze%C5%BAbiarz_S%C5%82awomir_Micek_popiersie_malarka_Tamara_%C5%81empicka.jpg/220px-L2890841_rze%C5%BAbiarz_S%C5%82awomir_Micek_popiersie_malarka_Tamara_%C5%81empicka.jpg,"Tamara de Lempicka's bust in Kielce, Poland"
140,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Sir+Joshua+Reynolds.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Sir_Joshua_Reynolds_-_Self-Portrait_-_Google_Art_Project_%282315517%29.jpg/220px-Sir_Joshua_Reynolds_-_Self-Portrait_-_Google_Art_Project_%282315517%29.jpg,"Self-portrait, c. 1750"
141,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Girolamo+Francesco+Maria+Mazzola+(Parmigianino).jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Parmigianino_Selfportrait.jpg/230px-Parmigianino_Selfportrait.jpg,"Self-portrait in a Convex Mirror (c. 1524, age about 21),[1] Kunsthistorisches Museum, Vienna"
146,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Alphonse+Maria+Mucha.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Alfons_Mucha_in_Studio_%28c._1899%29.jpg/220px-Alfons_Mucha_in_Studio_%28c._1899%29.jpg,Mucha in his studio (c. 1899)
147,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Henriette+Ronner-Knip.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Portrait_of_Henri%C3%ABtte_Ronner-Knip.jpg/220px-Portrait_of_Henri%C3%ABtte_Ronner-Knip.jpg,"Henriëtte Ronner-Knip, c. 1895"
148,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Marsden+Hartley.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Portrait_of_Marsden_Hartley.jpg/220px-Portrait_of_Marsden_Hartley.jpg,Hartley in 1939
149,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Anton+Raphael+Mengs.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Mengs%2C_Selbstbildnis.jpg/220px-Mengs%2C_Selbstbildnis.jpg,"Self-Portrait, c. 1775, Uffizi, Florence"
151,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Guido+Reni.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Guido_Reni_-_Self-portrait_2.jpg/220px-Guido_Reni_-_Self-portrait_2.jpg,"Self portrait, c. 1602"
153,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Cassius+Marcellus+Coolidge.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Cassius_Coolidge.jpg/220px-Cassius_Coolidge.jpg,
154,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Sir+Lawrence+Alma-Tadema.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Lawrence_Alma-Tadema_1870_%282%29.jpg/220px-Lawrence_Alma-Tadema_1870_%282%29.jpg,Alma-Tadema in 1870
155,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Bartolome+Esteban+Murillo.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Autorretrato_de_Murillo.jpg/220px-Autorretrato_de_Murillo.jpg,"Self-portrait, c. 1670–1673 (detail), National Gallery, London"
156,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Leonardo+Da+Vinci.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Francesco_Melzi_-_Portrait_of_Leonardo.png/220px-Francesco_Melzi_-_Portrait_of_Leonardo.png,"This portrait attributed to Francesco Melzi, c. 1515–1518, is the only certain contemporary depiction of Leonardo.[1][2]"
157,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Paolo+Veronese+(Caliari).jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Paolo_Veronese%2C_avtoportret.jpg/200px-Paolo_Veronese%2C_avtoportret.jpg,"Self-portrait, 1558-1563, Hermitage Museum"
159,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Giuseppe+Pellizza+da+Volpedo.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Giuseppe_Pellizza.jpg/175px-Giuseppe_Pellizza.jpg,
165,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Lorenzo+Lippi.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Portrait_of_Lorenzo_Lippi_by_Francesco_Zuccarelli.gif/220px-Portrait_of_Lorenzo_Lippi_by_Francesco_Zuccarelli.gif,
166,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Frida+Kahlo.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Frida_Kahlo%2C_by_Guillermo_Kahlo.jpg/220px-Frida_Kahlo%2C_by_Guillermo_Kahlo.jpg,Kahlo in 1932
175,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Auguste+Rodin.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Auguste_Rodin_by_George_Charles_Beresford_%28NPG_x6573%29.jpg/220px-Auguste_Rodin_by_George_Charles_Beresford_%28NPG_x6573%29.jpg,"Photograph by Beresford, 1902"
178,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Camille+Nicolas+Lambert.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Christopher_Lambert_2013.jpg/220px-Christopher_Lambert_2013.jpg,Lambert in June 2013
180,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Correggio+(Antonio+Allegri).jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Antonio_Allegri_da_Correggio.jpg/220px-Antonio_Allegri_da_Correggio.jpg,Antonio Allegri da Correggio
181,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Franz+Xavier+Winterhalter.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Franz_Xaver_Winterhalter_BNF_Gallica.jpg/200px-Franz_Xaver_Winterhalter_BNF_Gallica.jpg,"Franz Xaver Winterhalter, 1865"
187,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Heywood+Hardy.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Heywood_Hardy_by_Frank_Holl_RA%2C_1884.jpg/220px-Heywood_Hardy_by_Frank_Holl_RA%2C_1884.jpg,"Portrait by Frank Holl RA, 1884"
188,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Jean-Baptiste+Olive.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Longchamp126_Bernard_J.B.Olive.jpg/220px-Longchamp126_Bernard_J.B.Olive.jpg,"Valère Bernard, Jean-Baptiste Olive in his Studio, Musée des beaux-arts de Marseille"
191,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/(after)+Millais,+Sir+John+Everett.jpg",http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Millais_-_Self-Portrait.jpg/220px-Millais_-_Self-Portrait.jpg,"Self-portrait by Millais, 1881."
192,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Jean+Baptiste+Greuze.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Jean-Baptiste_Greuze_-_Self-Portrait.jpg/250px-Jean-Baptiste_Greuze_-_Self-Portrait.jpg,"Self-portrait (c. 1769, Louvre, Paris)"
195,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Evelyn+Pickering+De+Morgan.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Evelyndemorgan.jpg/220px-Evelyndemorgan.jpg,Evelyn De Morgan
199,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Philippe+Rousseau.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Still_Life_with_Ham_MET_DT2130.jpg/200px-Still_Life_with_Ham_MET_DT2130.jpg,Rousseau still life
200,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/(after)+Carel+Fabritius.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Carel_Fabritius_-_Self-Portrait_-_Google_Art_Project.jpg/220px-Carel_Fabritius_-_Self-Portrait_-_Google_Art_Project.jpg,Self-portrait (c. 1645)
203,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/(after)+Franz+Von+Defregger.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Franz_von_Defregger_Self_Portrait_1880.jpg/220px-Franz_von_Defregger_Self_Portrait_1880.jpg,"Self Portrait, 1880"
204,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Charles+van+den+Eycken.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Charles_Van_den_Eycken_-_The_little_writer.jpg/300px-Charles_Van_den_Eycken_-_The_little_writer.jpg,The little writer
205,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Edward+Moran.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Edward_Moran.jpg/220px-Edward_Moran.jpg,Edward Moran
209,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Jan+Van+Huysum.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Jan_van_Huysum_%28Dutch_-_Fruit_Piece_-_Google_Art_Project.jpg/220px-Jan_van_Huysum_%28Dutch_-_Fruit_Piece_-_Google_Art_Project.jpg,"Fruit and flowers, 1722"
210,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Maximilien+Luce.jpg,http://upload.wikimedia.org/wikipedia/en/c/c5/Maximilien_Luce.jpg,
211,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Franz+Andreas+Bauer.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Franz_Bauer03.jpg/220px-Franz_Bauer03.jpg,
216,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Sebastiano+Del+Piombo+(Luciani).jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Self_portrait%2C_after_Sebastiano_del_Piombo.jpg/220px-Self_portrait%2C_after_Sebastiano_del_Piombo.jpg,"Copy of The Violinist, sometimes claimed to be a self portrait"
217,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/John+Sell+Cotman.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Clint_-_Portrait_of_John_Sell_Cotman.jpg/220px-Clint_-_Portrait_of_John_Sell_Cotman.jpg,"Undated portrait by Alfred Clint, Norfolk Museums Collections"
218,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Melozzo+da+Forli.jpg,http://upload.wikimedia.org/wikipedia/commons/9/9a/Melozzo.jpg,self-portrait
221,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/James+Howe.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/James_Wong_Howe_Best_Cinematography_%28cropped%29.jpg/220px-James_Wong_Howe_Best_Cinematography_%28cropped%29.jpg,Howe winning the 1956 Academy Award for Best Cinematography
222,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Franz+Xaver+Messerschmidt.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Self_portrait_by_Franz_Xaver_Messerschmidt%2C_Pressburg%2C_c._1780%2C_alabaster_-_Bode-Museum_-_DSC02941.JPG/220px-Self_portrait_by_Franz_Xaver_Messerschmidt%2C_Pressburg%2C_c._1780%2C_alabaster_-_Bode-Museum_-_DSC02941.JPG,"Self portrait, c. 1780"
223,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Karl+Friedrich+Schinkel.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Schinkel1.jpg/220px-Schinkel1.jpg,Schinkel in 1836: by Carl Joseph Begas
224,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Jean+Auguste+Dominique+Ingres.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Jean-Auguste-Dominique_Ingres.jpg/220px-Jean-Auguste-Dominique_Ingres.jpg,"Jean-Auguste-Dominique Ingres, c. 1855[1]"
227,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Eduardo+Rosales.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Eduardo_Rosales_por_Federico_de_Madrazo.jpg/220px-Eduardo_Rosales_por_Federico_de_Madrazo.jpg,"Eduardo Rosales, portrait by Federico de Madrazo, 1867"
229,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Michel-Ange+Houasse.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Luis_I_de_Espa%C3%B1a_con_armadura_%28Museo_del_Prado%29.jpg/220px-Luis_I_de_Espa%C3%B1a_con_armadura_%28Museo_del_Prado%29.jpg,Portrait of  prince Louis by Houasse
230,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Paul+Klee.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Paul_Klee_by_Hugo_Erfurth%2C_1927.jpg/220px-Paul_Klee_by_Hugo_Erfurth%2C_1927.jpg,Paul Klee in 1926
232,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Katsushika+Hokusai.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Hokusai_as_an_old_man.jpg/220px-Hokusai_as_an_old_man.jpg,Self-portrait at the age of eighty-three
238,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Frederick+Goodall.jpg,http://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Frederick-goodall.jpg/220px-Frederick-goodall.jpg,
239,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Norman+Garstin.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Penzance_-_Norman_Garstin%27s_heritage_plaque.jpg/220px-Penzance_-_Norman_Garstin%27s_heritage_plaque.jpg,Garstin's heritage plaque in Penzance
240,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/James+Abbott+McNeill+Whistler.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Whistler_Selbstportr%C3%A4t.jpg/220px-Whistler_Selbstportr%C3%A4t.jpg,"Arrangement in Gray: Portrait of the Painter(self portrait, c. 1872), Detroit Institute of Arts"
241,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/John+James+Audubon.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/John_James_Audubon_1826.jpg/220px-John_James_Audubon_1826.jpg,"Portrait of Audubon by John Syme, 1826"
242,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Bernardo+Bellotto+(Canaletto).jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Bernardo_Bellotto.jpg/220px-Bernardo_Bellotto.jpg,Detail of Self-portrait as Venetian ambassador (c. 1765)
244,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/George+Henry+Boughton.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/George_Henry_Boughton%2C_by_George_Henry_Boughton.jpg/220px-George_Henry_Boughton%2C_by_George_Henry_Boughton.jpg,Self-portrait (1884)
245,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/John+Frederick+Kensett.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/John_Frederick_Kensett%2C_by_David_Johnson.jpg/220px-John_Frederick_Kensett%2C_by_David_Johnson.jpg,"John Frederick Kensett (David Johnson, 1874)"
246,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/(after)+Giovanni+Paolo+Panini.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Giovanni_Paolo_Pannini_by_Blanchet.jpg/250px-Giovanni_Paolo_Pannini_by_Blanchet.jpg,Portrait of Panini by Louis Gabriel Blanchet
248,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/John+William+Haynes.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/William_Haynes_Vidcon_2017.jpg/220px-William_Haynes_Vidcon_2017.jpg,Haynes at VidCon 2017
250,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Louis+Janmot.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Louis_Janmot_-_Portrait_de_l%27artiste.jpg/220px-Louis_Janmot_-_Portrait_de_l%27artiste.jpg,"Louis Janmot (self-portrait, 1832)"
258,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Euphemie+Muraton.jpg,http://upload.wikimedia.org/wikipedia/commons/3/33/Euph%C3%A9mie_Muraton.png,
263,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Henri-Jules-Jean+Geoffroy+(Geo).jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/PSM_V82_D416_Henri_Poincare.png/220px-PSM_V82_D416_Henri_Poincare.png,Henri Poincaré (photograph published in 1913)
266,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Sir+Godfrey+Kneller.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Godfrey_Kneller_Selfportrait.jpg/220px-Godfrey_Kneller_Selfportrait.jpg,"Self-Portrait, 1685, NPG London"
268,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Alfred+Dedreux.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Alfred_Dedreux.jpg/220px-Alfred_Dedreux.jpg,"Alfred de Dreux from the Almanach de la littérature, du théâtre et des beaux-arts (1860)"
269,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Giacinto+Gigante.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Gigante_Giacinto%2C_ritratto.png/220px-Gigante_Giacinto%2C_ritratto.png,
272,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Victor-Gabriel+Gilbert.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Gilbert_Victor-Gabriel_Mariani_t_VII_1902_portrait.jpg/250px-Gilbert_Victor-Gabriel_Mariani_t_VII_1902_portrait.jpg,"Waterhouse portrait, 1902."
278,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Cornelis+Lieste.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Ehnle%2C_Cornelis_Lieste.jpg/220px-Ehnle%2C_Cornelis_Lieste.jpg,"Cornelis Lieste; portrait by
Adrianus Johannes Ehnle"
279,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Max+Liebermann.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Max_Liebermann_1904.jpeg/220px-Max_Liebermann_1904.jpeg,Photograph by Jacob Hilsdorf (1904)
285,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Edward+Percy+Moran.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Edward_Percy_Moran.png/220px-Edward_Percy_Moran.png,
286,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/William+James+Muller.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/William_james_muller.jpg/220px-William_james_muller.jpg,"William James Müller, portrait 1825-50"
287,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Jacek+Malczewski.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Self-portrait_in_White_Dress_-_Jacek_Malczewski.jpg/226px-Self-portrait_in_White_Dress_-_Jacek_Malczewski.jpg,"Self-portrait, 1914"
290,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Elisabeth+Vigee-Lebrun.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Self-portrait_in_a_Straw_Hat_by_Elisabeth-Louise_Vig%C3%A9e-Lebrun.jpg/220px-Self-portrait_in_a_Straw_Hat_by_Elisabeth-Louise_Vig%C3%A9e-Lebrun.jpg,"Self-portrait in a Straw Hat, 1782"
298,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Willem+van+de,+the+Younger+Velde.jpg",http://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Willem_van_de_Velde_II_%281633-1707%29_-_%28by_Lodewijk_van_der_Helst%2C_1672%29.jpg/220px-Willem_van_de_Velde_II_%281633-1707%29_-_%28by_Lodewijk_van_der_Helst%2C_1672%29.jpg,Portrait of Van de Velde in 1672 by Lodewijk van der Helst
301,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Paul+Delaroche.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/DelarochePortrait.jpg/220px-DelarochePortrait.jpg,Self-portrait
304,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/John+William+Waterhouse.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/John_William_Waterhouse_001.jpg/220px-John_William_Waterhouse_001.jpg,"Waterhouse, circa 1886"
306,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/(after)+Pugin,+Augustus+Charles.jpg",http://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Augustus_Welby_Northmore_Pugin_from_NPG.jpg/220px-Augustus_Welby_Northmore_Pugin_from_NPG.jpg,
309,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Ignace+Henri+Jean+Fantin-Latour.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Henri_Fantin-Latour_autoportrait.jpg/220px-Henri_Fantin-Latour_autoportrait.jpg,"Self-portrait (1859), Museum of Grenoble"
311,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Leon+Francois+Comerre.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/COMERRE_L%C3%A9on-Fran%C3%A7ois.jpg/220px-COMERRE_L%C3%A9on-Fran%C3%A7ois.jpg,Léon-François Comerre
312,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Luca+Carlevaris.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Luca_Carlevarijs.jpg/200px-Luca_Carlevarijs.jpg,Portrait (1724) by Bartolomeo Nazari
318,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/Charles+Rennie+Mackintosh.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Charles-Rennie-Mackintosh.jpg/220px-Charles-Rennie-Mackintosh.jpg,
319,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/(after)+Francois+Boucher.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Boucher_par_Gustav_Lundberg_1741.jpg/220px-Boucher_par_Gustav_Lundberg_1741.jpg,Portrait of François Boucher by Gustaf Lundberg (1741)
321,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/artist_pictures/(after)+Sir+Edward+Coley+Burne-Jones.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Edward_Burne-Jones_Photogravure_Hollyer.jpg/220px-Edward_Burne-Jones_Photogravure_Hollyer.jpg,"Photogravure of a portrait of Edward Burne-Jones by his son Philip Burne-Jones, 1898"
