filename,logit,time
.\images_real\2554.png,-5.102280,5.578543
.\images_real\2555.png,-2.956543,4.719108
.\images_real\2556.png,-3.986034,5.734812
.\images_real\2557.png,-8.992775,6.219223
.\images_real\2558.png,-3.883225,6.359860
.\images_real\2559.png,-4.907301,5.609806
.\images_real\256.png,-10.676455,7.438062
.\images_real\2560.png,-9.810635,5.828568
.\images_real\2561.png,-4.298266,5.656691
.\images_real\2562.png,-6.970977,6.844262
.\images_real\2563.png,-6.524883,5.734812
.\images_real\2564.png,-5.700817,5.797318
.\images_real\2565.png,-4.557487,5.766062
.\images_real\2566.png,-5.415054,6.656758
.\images_real\2567.png,-5.270285,5.531670
.\images_real\2568.png,-5.553683,5.812943
.\images_real\2569.png,-2.328582,6.344236
.\images_real\257.png,-4.682107,7.297427
.\images_real\2570.png,-7.505076,5.953579
.\images_real\2571.png,-6.719797,5.594175
.\images_real\2572.png,-9.841333,5.328533
.\images_real\2573.png,-7.894299,5.547296
.\images_real\2574.png,-5.580925,6.828645
.\images_real\2575.png,-1.430042,5.687934
.\images_real\2576.png,-4.123411,6.031710
.\images_real\2577.png,-4.097797,4.515970
.\images_real\2578.png,-5.620549,4.328454
.\images_real\2579.png,-4.968174,3.265874
.\images_real\258.png,-16.229513,4.406588
.\images_real\2580.png,-7.577416,4.906625
.\images_real\2581.png,-5.434972,4.922244
.\images_real\2582.png,-7.080985,5.281653
.\images_real\2583.png,-4.277423,5.109764
.\images_real\2584.png,-6.603067,6.109840
.\images_real\2585.png,-4.972911,7.063038
.\images_real\2586.png,-4.655043,5.375410
.\images_real\2587.png,-3.770461,5.594175
.\images_real\2588.png,-5.870272,6.828645
.\images_real\2589.png,-5.917361,6.047335
.\images_real\259.png,-5.140954,6.578626
.\images_real\2590.png,-11.307961,6.266103
.\images_real\2591.png,-7.894351,6.453619
.\images_real\2592.png,-5.397867,3.672154
.\images_real\2593.png,-5.808414,6.813017
.\images_real\2594.png,-3.973382,5.906706
.\images_real\2595.png,-8.185487,6.187966
.\images_real\2596.png,-6.047785,6.187971
.\images_real\2597.png,-1.983415,6.859897
.\images_real\2598.png,-2.459149,6.375485
.\images_real\2599.png,-7.545561,6.953654
.\images_real\26.png,-7.577262,3.828418
.\images_real\260.png,-12.181479,5.750442
.\images_real\2600.png,-5.044107,5.672302
.\images_real\2601.png,-4.879394,5.828569
.\images_real\2602.png,-4.833097,5.359783
.\images_real\2603.png,-4.862328,4.140944
.\images_real\2604.png,-6.507404,4.145510
.\images_real\2605.png,-4.116171,5.864454
.\images_real\2606.png,-3.113210,5.531687
.\images_real\2607.png,-5.091845,6.594237
.\images_real\2608.png,-9.271079,6.203598
.\images_real\2609.png,-6.454053,5.797316
.\images_real\261.png,-1.719031,5.937957
.\images_real\2610.png,-4.526203,6.375480
.\images_real\2611.png,-6.557254,6.938029
.\images_real\2612.png,-8.720795,4.812866
.\images_real\2613.png,-7.309665,4.594099
.\images_real\2614.png,-4.575495,5.281662
.\images_real\2615.png,-9.044571,5.797308
.\images_real\2616.png,-4.347356,6.234849
.\images_real\2617.png,-4.325432,5.937953
.\images_real\2618.png,-4.149133,6.234857
.\images_real\2619.png,-8.038774,5.750431
.\images_real\262.png,-7.892029,5.453549
.\images_real\2620.png,-6.332863,5.281653
.\images_real\2621.png,-4.697930,6.219223
.\images_real\2622.png,-7.203454,5.875446
.\images_real\2623.png,-4.710366,6.047345
.\images_real\2624.png,-8.356000,5.125384
.\images_real\2625.png,-6.996645,5.719186
.\images_real\2626.png,-3.508097,6.641129
.\images_real\2627.png,-5.347460,5.844194
.\images_real\2628.png,-6.892750,5.641057
.\images_real\2629.png,-5.167118,4.734735
.\images_real\263.png,-7.899338,5.641052
.\images_real\2630.png,-8.133084,6.187972
.\images_real\2631.png,-6.047057,5.297278
.\images_real\2632.png,-8.677690,6.187636
.\images_real\2633.png,-4.158983,5.672308
.\images_real\2634.png,-4.747446,5.719184
.\images_real\2635.png,-2.674150,5.109766
.\images_real\2636.png,-4.653372,6.047334
.\images_real\2637.png,0.047568,5.531675
.\images_real\2638.png,-5.101498,5.937951
.\images_real\2639.png,-5.207229,5.891090
.\images_real\264.png,-7.958188,7.375545
.\images_real\2640.png,-6.530550,4.703482
.\images_real\2641.png,-1.982955,7.281806
.\images_real\2642.png,-3.092391,6.953653
.\images_real\2643.png,-5.612925,5.641059
.\images_real\2644.png,-5.669940,6.156719
.\images_real\2645.png,-5.544176,5.687934
.\images_real\2646.png,-5.188935,5.484799
.\images_real\2647.png,-3.776494,5.906691
.\images_real\2648.png,-6.479888,5.812952
.\images_real\2649.png,-3.534411,3.062728
.\images_real\265.png,-3.483725,4.906621
.\images_real\2650.png,-6.600425,3.265874
.\images_real\2651.png,-8.125110,4.250325
.\images_real\2652.png,-0.730212,5.703558
.\images_real\2653.png,-9.987499,6.625505
.\images_real\2654.png,-7.573875,5.453540
.\images_real\2655.png,-5.322261,6.094214
.\images_real\2656.png,-4.962299,5.812948
.\images_real\2657.png,-11.667932,5.031627
.\images_real\2658.png,-7.142913,5.437916
.\images_real\2659.png,-13.309869,5.797316
.\images_real\266.png,-11.271800,5.609803
.\images_real\2660.png,-5.235102,7.297430
.\images_real\2661.png,-7.353985,4.265955
.\images_real\2662.png,-3.747152,4.500338
.\images_real\2663.png,-2.785046,6.406738
.\images_real\2664.png,-5.503552,5.484792
.\images_real\2665.png,-3.339600,4.015939
.\images_real\2666.png,-3.195530,5.406654
.\images_real\2667.png,-3.794714,5.781691
.\images_real\2668.png,-3.769443,5.953578
.\images_real\2669.png,-7.373537,5.547297
.\images_real\267.png,-15.218988,4.047186
.\images_real\2670.png,-3.184465,5.469163
.\images_real\2671.png,-5.855278,5.766065
.\images_real\2672.png,-6.120108,5.125390
.\images_real\2673.png,-5.315578,6.156719
.\images_real\2674.png,-5.976980,5.734812
.\images_real\2675.png,-2.558100,4.469099
.\images_real\2676.png,-4.487707,5.984821
.\images_real\2677.png,-5.758489,6.375486
.\images_real\2678.png,-7.520587,6.031718
.\images_real\2679.png,-8.918409,5.828561
.\images_real\268.png,-10.304294,5.891073
.\images_real\2680.png,-8.708515,5.922326
.\images_real\2681.png,-9.504956,4.750363
.\images_real\2682.png,-5.876554,5.891073
.\images_real\2683.png,-4.891447,5.687934
.\images_real\2684.png,-9.930247,5.937953
.\images_real\2685.png,-7.866896,5.484794
.\images_real\2686.png,-8.135574,5.016016
.\images_real\2687.png,-8.370001,5.562914
.\images_real\2688.png,-9.576874,6.141092
.\images_real\2689.png,-7.625763,5.953578
.\images_real\269.png,-6.357120,5.516045
.\images_real\2690.png,-9.205246,5.578550
.\images_real\2691.png,-8.930401,4.984755
.\images_real\2692.png,-8.402832,5.094137
.\images_real\2693.png,-9.363124,6.219224
.\images_real\2694.png,-8.809732,5.953579
.\images_real\2695.png,-7.327475,4.937876
.\images_real\2696.png,-7.367592,5.266025
.\images_real\2697.png,-7.410657,6.156720
.\images_real\2698.png,-9.138577,6.172343
.\images_real\2699.png,-8.088965,4.875381
.\images_real\27.png,-5.783336,5.891063
.\images_real\270.png,-8.144950,5.047268
.\images_real\2700.png,-8.987530,6.594244
.\images_real\2701.png,-9.135422,3.781538
.\images_real\2702.png,-7.662153,5.875447
.\images_real\2703.png,-6.893168,4.281583
.\images_real\2704.png,-5.528490,3.719027
.\images_real\2705.png,-4.590086,5.531671
.\images_real\2706.png,-6.575483,3.781538
.\images_real\2707.png,-5.376757,4.906625
.\images_real\2708.png,-4.988111,4.969127
.\images_real\2709.png,-5.124013,5.594175
.\images_real\271.png,-8.184774,6.641132
.\images_real\2710.png,-4.268836,3.844044
.\images_real\2711.png,-3.921320,4.937876
.\images_real\2712.png,-5.917152,5.187894
.\images_real\2713.png,-4.687688,5.297277
.\images_real\2714.png,-4.331453,2.734585
.\images_real\2715.png,-5.419966,6.109840
.\images_real\2716.png,-5.451554,5.828569
.\images_real\2717.png,-3.808151,4.015932
.\images_real\2718.png,-3.582822,5.984839
.\images_real\2719.png,-5.047058,5.984821
.\images_real\272.png,-11.670005,5.031634
.\images_real\2720.png,-5.429015,5.953578
.\images_real\2721.png,-5.535000,5.234775
.\images_real\2722.png,-4.598116,5.375409
.\images_real\2723.png,-4.855686,5.703559
.\images_real\2724.png,-5.016633,5.172269
.\images_real\2725.png,-5.266295,6.281727
.\images_real\2726.png,-6.481720,4.828493
.\images_real\2727.png,-8.147472,5.172270
.\images_real\2728.png,-5.900225,4.656604
.\images_real\2729.png,-3.316614,5.094138
.\images_real\273.png,-13.046088,5.391042
.\images_real\2730.png,-2.163880,4.922246
.\images_real\2731.png,-2.387325,4.390967
.\images_real\2732.png,-3.521647,4.328445
.\images_real\2733.png,-5.855680,3.672154
.\images_real\2734.png,-5.676197,4.234697
.\images_real\2735.png,-5.204415,4.203445
.\images_real\2736.png,-3.631579,3.890967
.\images_real\2737.png,-5.248183,4.734729
.\images_real\2738.png,-4.354326,5.031633
.\images_real\2739.png,-1.460740,4.453466
.\images_real\274.png,-7.774137,7.031791
.\images_real\2740.png,-1.503454,3.687775
.\images_real\2741.png,-0.451353,4.219073
.\images_real\2742.png,-4.540557,4.687853
.\images_real\2743.png,-2.976522,4.250324
.\images_real\2744.png,-4.001889,3.640908
.\images_real\2745.png,-4.416247,3.937799
.\images_real\2746.png,-5.850652,4.703479
.\images_real\2747.png,-3.322531,4.500364
.\images_real\2748.png,-6.885214,5.609781
.\images_real\2749.png,-7.391734,4.781615
.\images_real\275.png,-9.521403,6.563001
.\images_real\2750.png,-4.367700,4.422210
.\images_real\2751.png,-8.171992,4.312834
.\images_real\2752.png,-6.346671,4.078430
.\images_real\2753.png,-6.570741,3.625279
.\images_real\2754.png,-2.815037,4.453461
.\images_real\2755.png,-4.021198,4.281577
.\images_real\2756.png,-5.869508,5.375408
.\images_real\2757.png,-9.220667,4.453464
.\images_real\2758.png,-7.202452,4.375334
.\images_real\2759.png,-7.966734,4.640979
.\images_real\276.png,-7.213074,7.406812
.\images_real\2760.png,-9.361401,5.891075
.\images_real\2761.png,-4.493591,4.547222
.\images_real\2762.png,-10.226235,4.312839
.\images_real\2763.png,-4.786074,4.797237
.\images_real\2764.png,-7.327056,3.844054
.\images_real\2765.png,-4.551983,4.406565
.\images_real\2766.png,-8.616127,4.437847
.\images_real\2767.png,-6.692195,3.859660
.\images_real\2768.png,-12.073978,4.750361
.\images_real\2769.png,-5.807284,3.453390
.\images_real\277.png,-5.840469,6.641129
.\images_real\2770.png,-6.526327,5.359783
.\images_real\2771.png,-1.686724,5.750437
.\images_real\2772.png,-4.762702,5.531671
.\images_real\2773.png,-9.656405,4.453464
.\images_real\2774.png,-7.305674,5.859824
.\images_real\2775.png,-4.580075,5.500417
.\images_real\2776.png,-7.564151,4.797240
.\images_real\2777.png,-2.189205,5.094138
.\images_real\2778.png,-5.681354,4.781615
.\images_real\2779.png,-4.879421,4.797241
.\images_real\278.png,-14.442038,6.000456
.\images_real\2780.png,-7.668285,4.531595
.\images_real\2781.png,-4.489346,5.156645
.\images_real\2782.png,-2.873738,4.906625
.\images_real\2783.png,-6.884265,6.172343
.\images_real\2784.png,-6.197205,5.719187
.\images_real\2785.png,-7.140568,6.172344
.\images_real\2786.png,-7.963846,5.734811
.\images_real\2787.png,-4.905128,6.297355
.\images_real\2788.png,-3.800473,5.953579
.\images_real\2789.png,-8.417512,5.422287
.\images_real\279.png,-13.572147,6.016084
.\images_real\2790.png,-7.503035,4.562878
.\images_real\2791.png,-9.674253,6.000427
.\images_real\2792.png,-8.735739,5.719184
.\images_real\2793.png,-6.728869,6.234850
.\images_real\2794.png,-9.767786,5.578553
.\images_real\2795.png,-4.531502,5.937948
.\images_real\2796.png,-6.832593,5.984831
.\images_real\2797.png,-3.252571,4.937882
.\images_real\2798.png,-6.472953,5.703555
.\images_real\2799.png,-3.461643,6.141091
.\images_real\28.png,-6.355003,5.891074
.\images_real\280.png,-6.671119,5.734812
.\images_real\2800.png,-2.685116,7.031787
.\images_real\2801.png,-11.363410,6.984906
.\images_real\2802.png,-3.780170,7.375561
.\images_real\2803.png,-3.222992,6.922402
.\images_real\2804.png,-6.012933,6.734889
.\images_real\2805.png,-4.833615,7.250552
.\images_real\2806.png,-6.427179,5.469167
.\images_real\2807.png,-5.975629,6.219223
.\images_real\2808.png,-4.639806,6.688017
.\images_real\2809.png,-5.786372,3.875290
.\images_real\281.png,-5.270089,5.141013
.\images_real\2810.png,-3.541894,6.750518
.\images_real\2811.png,-5.772494,4.875367
.\images_real\2812.png,-5.920695,5.219147
.\images_real\2813.png,-6.940655,5.031642
.\images_real\2814.png,-7.691278,5.359775
.\images_real\2815.png,-7.799178,5.219147
.\images_real\2816.png,-11.488509,5.859821
.\images_real\2817.png,-9.355653,5.094139
.\images_real\2818.png,-4.602996,5.906698
.\images_real\2819.png,-4.493374,4.875372
.\images_real\282.png,-7.549063,5.734814
.\images_real\2820.png,-7.735767,4.844116
.\images_real\2821.png,-9.197769,4.797241
.\images_real\2822.png,-10.030865,5.266028
.\images_real\2823.png,-5.878005,4.953500
.\images_real\2824.png,-5.347562,5.281657
.\images_real\2825.png,-7.342927,3.187737
.\images_real\2826.png,-5.970981,4.812866
.\images_real\2827.png,-8.521880,6.062961
.\images_real\2828.png,-10.260508,5.937956
.\images_real\2829.png,-6.817693,5.156640
.\images_real\283.png,-13.217759,5.422289
.\images_real\2830.png,-7.018880,5.203524
.\images_real\2831.png,-12.133398,5.187897
.\images_real\2832.png,-6.840320,5.703558
.\images_real\2833.png,-5.433495,5.625430
.\images_real\2834.png,-4.949104,5.594176
.\images_real\2835.png,-8.779850,4.031560
.\images_real\2836.png,-5.958584,4.000301
.\images_real\2837.png,-5.530732,3.437764
.\images_real\2838.png,-9.044721,6.984904
.\images_real\2839.png,-10.225581,5.469169
.\images_real\284.png,-6.930902,4.937874
.\images_real\2840.png,-5.014075,2.312675
.\images_real\2841.png,-4.555937,6.156719
.\images_real\2842.png,-6.664424,6.031708
.\images_real\2843.png,-2.196333,6.359860
.\images_real\2844.png,-3.761244,6.297354
.\images_real\2845.png,-7.463481,5.297282
.\images_real\2846.png,-6.987082,7.234922
.\images_real\2847.png,-8.398405,6.109841
.\images_real\2848.png,-9.221679,5.547301
.\images_real\2849.png,-5.263865,5.078508
.\images_real\285.png,-5.645949,5.484794
.\images_real\2850.png,-5.659979,6.828644
.\images_real\2851.png,-11.743787,5.578550
.\images_real\2852.png,-4.028534,5.875448
.\images_real\2853.png,-3.835155,5.656680
.\images_real\2854.png,-2.651844,5.922326
.\images_real\2855.png,-7.352849,5.359784
.\images_real\2856.png,-9.147450,5.219148
.\images_real\2857.png,-10.323750,5.469165
.\images_real\2858.png,-8.476519,5.687937
.\images_real\2859.png,-11.052271,4.890994
.\images_real\286.png,-14.725547,4.765989
.\images_real\2860.png,-9.128213,5.578548
.\images_real\2861.png,-9.346466,4.875372
.\images_real\2862.png,-8.318270,5.641057
.\images_real\2863.png,-10.996905,5.078509
.\images_real\2864.png,-8.844957,5.297277
.\images_real\2865.png,-5.936620,4.984763
.\images_real\2866.png,-9.739609,5.687926
.\images_real\2867.png,-0.924320,5.328533
.\images_real\2868.png,-7.552809,5.281658
.\images_real\2869.png,-11.236421,5.219138
.\images_real\287.png,-9.042815,6.625505
.\images_real\2870.png,-11.092385,5.141015
.\images_real\2871.png,-11.466459,5.547298
.\images_real\2872.png,-9.599774,5.047258
.\images_real\2873.png,-7.466269,4.937879
.\images_real\2874.png,-7.732643,5.547299
.\images_real\2875.png,-10.731475,5.203517
.\images_real\2876.png,-7.893466,4.656606
.\images_real\2877.png,-9.218699,5.875447
.\images_real\2878.png,-8.910374,5.047260
.\images_real\2879.png,-9.767444,5.266025
.\images_real\288.png,-7.560890,5.234774
.\images_real\2880.png,-10.138976,5.187895
.\images_real\2881.png,-8.631981,6.953655
.\images_real\2882.png,-6.417625,6.391110
.\images_real\2883.png,-6.907713,4.031557
.\images_real\2884.png,-9.740380,5.797325
.\images_real\2885.png,-9.222950,6.219217
.\images_real\2886.png,-8.654879,6.531745
.\images_real\2887.png,-5.789869,4.734736
.\images_real\2888.png,-12.065147,5.141022
.\images_real\2889.png,-4.139670,6.266096
.\images_real\289.png,-12.363858,5.437915
.\images_real\2890.png,-15.011685,5.641053
.\images_real\2891.png,-6.980609,4.281580
.\images_real\2892.png,-8.515290,5.687932
.\images_real\2893.png,-8.986715,3.203368
.\images_real\2894.png,-9.540644,4.719108
.\images_real\2895.png,-7.754605,4.625354
.\images_real\2896.png,-6.626029,6.344232
.\images_real\2897.png,-5.173458,4.765993
.\images_real\2898.png,-6.839026,5.734808
.\images_real\2899.png,-3.756948,5.969203
.\images_real\29.png,-7.715593,5.578550
.\images_real\290.png,-9.192355,6.406739
.\images_real\2900.png,-9.897034,5.031634
.\images_real\2901.png,-12.072944,5.766064
.\images_real\2902.png,-3.739308,4.422216
.\images_real\2903.png,-9.277603,4.765992
.\images_real\2904.png,-6.463839,4.531595
.\images_real\2905.png,-11.242749,5.547297
.\images_real\2906.png,-5.238409,4.000297
.\images_real\2907.png,-10.203745,5.547298
.\images_real\2908.png,-8.525755,6.062961
.\images_real\2909.png,-14.526855,5.547311
.\images_real\291.png,-12.040316,3.828425
.\images_real\2910.png,-9.651546,5.672284
.\images_real\2911.png,-6.140367,5.969205
.\images_real\2912.png,-8.371564,5.391036
.\images_real\2913.png,-8.703647,5.359782
.\images_real\2914.png,-4.875069,5.156644
.\images_real\2915.png,-12.990185,6.391110
.\images_real\2916.png,-7.090909,6.219224
.\images_real\2917.png,-3.386480,5.797316
.\images_real\2918.png,-22.319704,3.703408
.\images_real\2919.png,-5.776504,5.531674
.\images_real\292.png,-11.210558,5.578546
.\images_real\2920.png,-4.708905,5.594177
.\images_real\2921.png,-7.618981,5.047268
.\images_real\2922.png,-4.883335,5.906691
.\images_real\2923.png,-3.471477,5.812945
.\images_real\2924.png,-4.076587,4.578474
.\images_real\2925.png,-5.104685,6.172349
.\images_real\2926.png,-6.855419,5.344154
.\images_real\2927.png,-7.563584,6.484869
.\images_real\2928.png,-4.812891,6.359859
.\images_real\2929.png,-6.342093,4.328459
.\images_real\293.png,-5.542914,5.266022
.\images_real\2930.png,-8.838582,5.953583
.\images_real\2931.png,-5.604068,5.703562
.\images_real\2932.png,-7.917587,6.594244
.\images_real\2933.png,-5.940039,5.859821
.\images_real\2934.png,-4.669261,5.516045
.\images_real\2935.png,-1.079312,7.048416
.\images_real\2936.png,-5.775887,6.187973
.\images_real\2937.png,-4.090119,6.359857
.\images_real\2938.png,-6.860978,5.328531
.\images_real\2939.png,-9.817695,5.562939
.\images_real\294.png,-9.998793,5.453527
.\images_real\2940.png,-4.236236,5.625439
.\images_real\2941.png,-6.808690,5.391025
.\images_real\2942.png,-5.544883,5.469171
.\images_real\2943.png,-7.242237,5.516039
.\images_real\2944.png,-9.333097,4.734736
.\images_real\2945.png,-5.980558,4.922251
.\images_real\2946.png,-4.787439,6.234849
.\images_real\2947.png,-10.207911,6.500495
.\images_real\2948.png,-10.145526,5.781692
.\images_real\2949.png,-12.203306,5.953578
.\images_real\295.png,-9.197863,4.359706
.\images_real\2950.png,-6.016765,5.797316
.\images_real\2951.png,-6.409521,5.453540
.\images_real\2952.png,-7.653100,4.687857
.\images_real\2953.png,-6.023036,5.203523
.\images_real\2954.png,-4.199274,6.187969
.\images_real\2955.png,-5.402051,4.797242
.\images_real\2956.png,-11.046862,4.890995
.\images_real\2957.png,-7.830997,4.531597
.\images_real\2958.png,-8.399267,5.984831
.\images_real\2959.png,-7.160611,7.719337
.\images_real\296.png,-15.443276,4.219072
.\images_real\2960.png,-9.498884,5.719185
.\images_real\2961.png,-8.056730,4.594100
.\images_real\2962.png,-9.865456,5.766064
.\images_real\2963.png,-4.790949,5.562923
.\images_real\2964.png,-5.663997,5.422289
.\images_real\2965.png,-10.511028,5.328532
.\images_real\2966.png,-6.660688,5.734810
.\images_real\2967.png,-4.532645,4.984756
.\images_real\2968.png,-7.252821,4.281581
.\images_real\2969.png,-6.283859,5.391031
.\images_real\297.png,-8.666163,5.000380
.\images_real\2970.png,-5.408872,6.625504
.\images_real\2971.png,-5.956485,4.687871
.\images_real\2972.png,-16.048098,5.375397
.\images_real\2973.png,-8.087980,5.641066
.\images_real\2974.png,-9.993705,6.187958
.\images_real\2975.png,-11.059847,4.765990
.\images_real\2976.png,-8.419132,4.375362
.\images_real\2977.png,-11.004515,4.906604
.\images_real\2978.png,-5.830542,4.344071
.\images_real\2979.png,-4.873721,5.391037
.\images_real\298.png,-8.293713,4.578472
.\images_real\2980.png,-13.242885,5.109764
.\images_real\2981.png,-9.489485,5.750438
.\images_real\2982.png,-6.281547,5.750438
.\images_real\2983.png,-7.501212,5.797316
.\images_real\2984.png,-6.999790,4.187822
.\images_real\2985.png,-7.326161,5.953575
.\images_real\2986.png,-9.531391,4.703485
.\images_real\2987.png,-8.816088,3.328379
.\images_real\2988.png,-1.667498,4.453463
.\images_real\2989.png,-5.509745,4.531595
.\images_real\299.png,-12.130214,5.625429
.\images_real\2990.png,-4.286198,5.859822
.\images_real\2991.png,-8.087505,4.234698
.\images_real\2992.png,-2.299734,4.578473
.\images_real\2993.png,-4.959791,5.609804
.\images_real\2994.png,-4.670337,5.953575
.\images_real\2995.png,-4.590811,5.984833
.\images_real\2996.png,-5.758077,3.844042
.\images_real\2997.png,-6.708219,3.984679
.\images_real\2998.png,-4.181916,6.156719
.\images_real\2999.png,-4.828685,6.031708
.\images_real\3.png,-10.061778,6.172345
.\images_real\30.png,-4.934829,6.266103
.\images_real\300.png,-7.581411,6.016083
.\images_real\3000.png,-6.963233,2.625202
.\images_real\3001.png,-3.911343,5.750435
.\images_real\3002.png,-4.859303,5.687936
.\images_real\3003.png,-4.413532,4.781612
.\images_real\3004.png,-6.256089,4.000332
.\images_real\3005.png,-9.842049,5.562896
.\images_real\3006.png,-5.132777,4.615606
.\images_real\3007.png,-4.052621,5.025416
.\images_real\3008.png,-10.102544,4.797240
.\images_real\3009.png,-7.047746,5.594185
.\images_real\301.png,-6.886391,5.000371
.\images_real\3010.png,-6.903474,5.047259
.\images_real\3011.png,-5.656901,5.609802
.\images_real\3012.png,-4.138318,5.422288
.\images_real\3013.png,-5.578834,5.203521
.\images_real\3014.png,-4.221491,5.531672
.\images_real\3015.png,-6.150590,7.266178
.\images_real\3016.png,-3.148787,5.594176
.\images_real\3017.png,-7.150719,5.594178
.\images_real\3018.png,-7.011264,4.906623
.\images_real\3019.png,-3.508348,5.500418
.\images_real\302.png,-5.264393,4.719111
.\images_real\3020.png,-5.089247,4.922250
.\images_real\3021.png,-3.040143,5.516044
.\images_real\3022.png,-5.348695,6.000457
.\images_real\3023.png,-4.026821,5.625430
.\images_real\3024.png,-6.453057,4.922260
.\images_real\3025.png,-3.003341,5.359772
.\images_real\3026.png,-2.074172,3.265874
.\images_real\3027.png,-3.889549,5.203520
.\images_real\3028.png,-2.181360,5.094138
.\images_real\3029.png,-2.365211,5.109764
.\images_real\303.png,-4.201194,6.156719
.\images_real\3030.png,-4.696889,3.640903
.\images_real\3031.png,-5.655890,2.922097
.\images_real\3032.png,-7.402637,4.578473
.\images_real\3033.png,-8.420975,5.578551
.\images_real\3034.png,-5.011955,6.953653
.\images_real\3035.png,-8.157435,4.656606
.\images_real\3036.png,-4.815195,5.937952
.\images_real\3037.png,-6.206472,5.766064
.\images_real\3038.png,-11.068999,4.656608
.\images_real\3039.png,-7.351694,4.922247
.\images_real\304.png,-4.467559,5.078511
.\images_real\3040.png,-14.680917,5.641054
.\images_real\3041.png,-7.680869,5.859821
.\images_real\3042.png,-12.633043,4.734735
.\images_real\3043.png,-8.993369,3.922177
.\images_real\3044.png,-5.087753,4.531593
.\images_real\3045.png,-10.664740,4.515969
.\images_real\3046.png,-10.217597,6.750512
.\images_real\3047.png,-6.589822,4.672232
.\images_real\3048.png,-3.766873,4.963152
.\images_real\3049.png,-8.156791,4.436113
.\images_real\305.png,-12.078196,4.890243
.\images_real\3050.png,-8.794478,3.953427
.\images_real\3051.png,-6.256373,4.672232
.\images_real\3052.png,-14.536842,4.422210
.\images_real\3053.png,-4.963871,5.984831
.\images_real\3054.png,-9.530799,5.578558
.\images_real\3055.png,-6.743725,5.359776
.\images_real\3056.png,-7.712879,5.422291
.\images_real\3057.png,-7.329322,5.937948
.\images_real\3058.png,-5.168177,4.203454
.\images_real\3059.png,-3.592702,5.734812
.\images_real\306.png,-5.534114,4.797243
.\images_real\3060.png,-3.728911,6.172343
.\images_real\3061.png,-3.995121,5.687933
.\images_real\3062.png,-9.213810,4.640982
.\images_real\3063.png,-1.682452,6.016082
.\images_real\3064.png,-3.449774,5.937950
.\images_real\3065.png,-7.655465,4.719149
.\images_real\3066.png,-5.650909,4.703453
.\images_real\3067.png,-4.675539,5.781682
.\images_real\3068.png,-3.809396,5.875448
.\images_real\3069.png,-6.259844,5.969207
.\images_real\307.png,-8.163836,5.766063
.\images_real\3070.png,-3.803508,5.719186
.\images_real\3071.png,-5.145691,5.797315
.\images_real\3072.png,-5.453855,5.812943
.\images_real\3073.png,-4.469525,5.734812
.\images_real\3074.png,-6.300073,5.109769
.\images_real\3075.png,-7.324318,4.797246
.\images_real\3076.png,-3.273266,6.344228
.\images_real\3077.png,-4.351900,6.281730
.\images_real\3078.png,-10.326374,6.391110
.\images_real\3079.png,-9.283449,5.594176
.\images_real\308.png,-6.028090,5.437913
.\images_real\3080.png,-6.585288,5.953581
.\images_real\3081.png,-2.926501,6.016081
.\images_real\3082.png,-9.083260,6.578627
.\images_real\3083.png,-9.355783,5.625427
.\images_real\3084.png,-17.348469,5.797318
.\images_real\3085.png,-8.136407,5.031632
.\images_real\3086.png,-3.934903,5.281652
.\images_real\3087.png,-3.735123,5.500424
.\images_real\3088.png,-6.581110,5.172266
.\images_real\3089.png,-4.684122,6.938025
.\images_real\309.png,-7.329726,4.640978
.\images_real\3090.png,-8.036023,4.672240
.\images_real\3091.png,-11.579577,3.812783
.\images_real\3092.png,-7.397672,5.766064
.\images_real\3093.png,-7.838303,7.266178
.\images_real\3094.png,-7.186960,6.156719
.\images_real\3095.png,-8.615495,5.922327
.\images_real\3096.png,-6.999322,5.766063
.\images_real\3097.png,-6.270947,5.672308
.\images_real\3098.png,-5.856833,6.422363
.\images_real\3099.png,-10.676988,5.766064
.\images_real\31.png,-9.540227,5.969204
.\images_real\310.png,-8.195988,5.500428
.\images_real\3100.png,-8.657910,4.828487
.\images_real\3101.png,-8.898510,5.578547
.\images_real\3102.png,-6.380317,6.594253
.\images_real\3103.png,-8.232442,5.812944
.\images_real\3104.png,-8.486079,7.572583
.\images_real\3105.png,-11.154112,4.794803
.\images_real\3106.png,-9.486887,6.141093
.\images_real\3107.png,-6.269434,4.969129
.\images_real\3108.png,-4.613400,5.516044
.\images_real\3109.png,-11.389143,5.797318
.\images_real\311.png,-9.228006,6.688007
.\images_real\3110.png,-6.094350,5.937953
.\images_real\3111.png,-4.520614,5.922327
.\images_real\3112.png,-9.247574,5.891073
.\images_real\3113.png,-3.396359,5.359785
.\images_real\3114.png,-6.936693,5.531669
.\images_real\3115.png,-8.397314,4.390961
.\images_real\3116.png,-5.694817,5.469169
.\images_real\3117.png,-5.322384,5.781688
.\images_real\3118.png,-15.129182,4.687858
.\images_real\3119.png,-7.886741,5.078511
.\images_real\312.png,-3.778564,5.297281
.\images_real\3120.png,-5.345726,4.922250
.\images_real\3121.png,-4.143034,4.812864
.\images_real\3122.png,-7.288723,2.781462
.\images_real\3123.png,-5.945318,5.687932
.\images_real\3124.png,-7.376175,5.766068
.\images_real\3125.png,-13.100769,3.859675
.\images_real\3126.png,-16.007349,5.047250
.\images_real\3127.png,-12.204133,5.047260
